"GFA","Occupancy","Age","NumBldgs","NumFloors","UnitsTotal","UnitsRes","ENERGYSTARScore","SourceEUI","SiteEUI"
11400,100,88,1,15,113,113,78,122.2,70
6000,100,91,1,16,92,84,88,87.9,53.4
1366,100,25,1,21,19,17,NA,140.7,76.6
3500,100,101,1,12,37,34,NA,109.5,79.8
2000,100,19,1,20,38,36,NA,154.5,87.7
5700,100,93,1,15,67,64,84,97.1,63.2
20931,100,47,3,22,238,231,33,169,68.8
13500,100,92,1,14,212,207,14,180.6,114.3
3860,100,86,1,19,233,224,NA,88.9,59.2
5000,100,97,1,13,129,128,89,82.5,54.3
1600,100,90,1,16,135,132,NA,103.1,67.7
109276,100,54,1,43,78,0,67,236.7,108.3
5500,100,71,1,13,50,50,87,92.2,51.2
58508,100,96,1,14,55,0,75,203.4,91.5
17555,100,91,1,19,43,0,29,272.8,106.3
12576.6,100,89,1,21,2,0,66,213.1,90.9
19843,100,62,1,12,14,0,NA,274.3,103.6
27887,95,63,1,22,2,0,79,187.8,78.7
26249,100,91,1,15,46,0,75,195.7,80.7
10750,100,88,1,20,34,0,55,217.6,99.7
70434,95,48,1,36,29,0,52,260.1,97.1
65419,100,87,1,14,76,0,63,236.7,101.9
5000,100,60,1,13,97,92,59,152.9,76
13001,100,57,1,20,264,260,26,155.8,98.5
1900,100,111,3,10,200,200,NA,135.6,92.6
6000,100,58,1,20,181,176,40,145.5,104.1
16409,100,89,1,14,20,0,80,147.8,62.6
1200,100,43,2,34,295,292,NA,356,164
1120,100,56,1,20,86,83,NA,132.7,78
15000,100,45,1,47,353,348,7,196.9,126.4
91652,100,30,1,27,33,0,79,206.9,72.3
5000,100,66,1,24,40,0,73,207.1,81.2
5694,100,76,1,19,108,105,31,122.6,72.2
25500,100,38,2,33,234,208,37,142.4,58.3
8000,100,101,1,13,56,52,88,123.9,77.1
2000,100,54,1,21,102,99,NA,136.4,79.6
4700,100,76,1,13,47,46,NA,123.5,80.5
4163,100,68,1,21,164,157,NA,128.2,81.6
7000,100,69,1,20,102,94,87,82,42.5
3900,100,76,1,19,126,121,NA,122.1,70.9
4716,100,70,1,20,87,84,NA,71.2,40.4
9100,100,89,1,19,41,41,41,150.2,84.2
3136,100,88,1,12,71,62,NA,75.2,25.1
5500,100,69,1,13,50,46,70,114.7,66.7
2000,100,93,1,16,24,23,NA,162.8,91.6
6600,100,102,1,12,48,44,44,110.4,63.7
6195,100,89,1,15,51,48,73,110.3,73.5
9000,100,87,1,19,69,64,72,121.1,73.7
4500,100,77,1,20,145,140,NA,109.6,61.5
2000,100,90,1,14,45,42,NA,131.2,70.2
9000,100,62,1,18,34,30,70,111.4,62
1800,100,92,1,14,14,13,NA,140.2,70.1
4500,100,91,1,15,14,12,NA,128.8,61.6
3600,100,93,1,15,17,15,NA,124.9,63.8
4200,100,100,1,13,26,24,NA,105,61
5000,100,91,1,15,78,74,100,95.8,55.9
10000,100,54,1,33,236,234,74,105.8,58.7
3570,100,108,1,15,35,31,NA,119.3,66.4
3900,100,94,1,9,40,36,NA,119.8,70.9
6814,100,88,1,13,36,32,NA,215.8,104.3
5000,100,93,1,11,54,51,3,184.3,106.6
1918,100,101,1,12,34,28,NA,106.3,72.2
6000,100,55,1,20,103,95,78,104.2,61.2
1150,100,59,1,22,112,101,NA,108.1,60.5
3200,100,100,1,14,66,62,NA,98.1,55.8
2000,100,88,1,16,38,37,NA,108.2,65.1
4000,100,94,1,15,144,139,NA,69.6,39.6
2300,100,57,1,21,83,78,NA,113.6,56.4
1500,100,54,1,21,97,95,NA,148.9,100.1
3000,100,94,1,9,38,35,NA,119.9,76.6
4000,100,101,1,14,55,49,NA,132.9,85.5
43349,100,102,1,9,45,30,89,101.7,54.5
16206,100,21,1,31,75,73,49,138.8,71
1611,100,109,1,12,25,23,NA,128.4,89
7500,100,90,1,15,41,36,99,87,44.6
83677,100,29,1,50,296,295,60,159.6,90.8
5569,100,41,1,35,275,268,44,122.5,66.5
1500,100,63,1,16,92,90,NA,136.5,81.7
2875,100,87,1,17,75,68,NA,141,110.1
2000,100,52,1,19,99,90,NA,169,115.9
1500,100,52,1,21,128,126,NA,177.1,100.4
2200,100,53,1,13,62,60,NA,127.8,81.9
16321,100,21,1,22,81,75,48,144.7,74.2
2900,100,88,1,17,131,128,NA,107.1,74.7
156000,100,37,1,13,21,0,63,242.9,80.9
302423,100,13,2,15,1,0,8,567.3,311
5000,100,27,1,44,200,199,50,161.7,85.9
129896,100,111,19,6,1,0,NA,615.4,335.3
1500,100,47,1,25,48,47,NA,122.2,64.9
2200,100,88,1,17,21,19,NA,113.9,59.1
4000,95,55,1,21,72,68,NA,58.9,55.5
4900,100,101,1,13,24,22,NA,116.5,69.3
5000,100,96,1,13,27,24,96,112.4,67.1
2000,100,39,1,23,70,68,NA,143,82
4000,100,55,1,14,74,70,NA,100.4,56.2
2910,100,106,1,10,112,102,NA,123.4,73.7
4000,100,102,1,13,40,38,NA,137.6,73.6
8500,100,88,1,15,61,56,62,104.7,64.6
1946,100,95,1,11,46,42,NA,122.5,69.1
4500,100,87,1,17,29,28,NA,132.6,69.3
3000,100,58,1,16,169,154,NA,107.7,62.3
4050,100,92,1,9,48,45,NA,99.2,63.6
5000,100,53,2,21,57,52,54,140.3,85.2
2900,100,60,2,19,73,70,NA,145,99
10400,100,89,1,22,72,66,54,127.6,40.9
7070,100,92,1,14,92,88,78,108.1,65.2
8000,100,93,1,16,51,46,61,127.5,79.3
18000,100,89,1,13,53,48,47,143.5,75.6
1400,100,93,1,14,90,88,NA,101.7,63.5
3000,100,89,1,15,77,72,NA,96.8,58.5
2000,100,100,1,13,14,12,NA,108.3,63.3
14000,100,30,1,15,19,18,NA,129.3,70.3
2680,100,80,1,16,105,98,NA,94.7,61
2100,100,88,1,16,66,59,NA,100.2,60.7
4200,100,93,2,15,90,87,NA,113.9,79
5900,100,62,1,18,70,67,37,115.9,65.9
4000,100,88,1,12,60,50,NA,117.8,70
9739,100,48,1,38,254,251,NA,190.9,131
16000,100,88,1,21,75,70,35,122.5,73.2
15802,100,90,1,16,47,44,95,95.9,53.6
2000,100,71,1,16,42,40,NA,83.1,43.4
178636,100,91,1,14,67,64,NA,28.9,9.6
1342,100,91,1,15,78,75,NA,90.4,54.4
2400,100,90,1,14,19,17,NA,164.1,90.8
7966,100,89,1,14,46,43,78,90.1,55
4000,100,94,1,13,60,59,NA,98,59.7
5600,100,90,1,14,40,40,65,138.9,72.5
5650,100,109,1,14,32,31,89,94.6,53.5
4400,100,93,1,15,34,31,NA,109.6,71
4500,100,90,1,15,38,37,NA,130.6,68.8
4000,100,88,1,15,66,63,NA,120.3,72.8
3038,100,93,1,14,28,27,NA,125.2,80
2000,100,87,1,15,32,29,NA,148.9,102.9
4200,100,94,1,15,40,38,NA,93.3,53
2697,100,44,1,30,109,106,NA,134.8,85
10557,100,112,1,6,38,0,51,178.7,73.9
2500,100,95,1,14,59,56,NA,108.8,68.2
2700,100,88,1,11,61,58,NA,143.2,88.3
9800,100,92,1,14,92,85,82,101.6,57.9
5000,100,91,1,14,61,60,59,113.3,65
5000,100,91,1,14,55,55,75,107.7,60.3
6000,100,92,1,14,52,52,1,338.3,140.2
3652,100,28,1,15,33,30,NA,207.4,104.4
7800,100,89,1,15,172,172,NA,146.8,83.5
5500,100,92,1,16,86,86,88,93.8,63
5005,100,87,1,15,96,90,74,112.6,66.9
9000,100,91,1,24,101,100,43,144,76.4
63500,100,87,1,6,6,0,75,184.5,66.5
9593,100,32,3,13,280,277,84,109.7,37.9
15147,100,32,1,35,387,383,25,184.7,106.8
15147,100,32,4,35,1097,1092,12,183.9,106
3000,100,54,1,21,452,440,NA,129.1,94.8
4545,100,86,1,17,133,131,NA,98.6,70.4
1600,100,88,1,16,94,94,NA,118.3,79.4
4000,100,66,1,20,107,104,NA,124.3,82
19078,100,63,1,20,160,159,87,95.4,61.7
2600,100,93,1,15,58,58,NA,116.3,76
8000,100,34,1,15,1,0,100,72,42.1
61600,100,89,1,10,1,0,1,776.2,394.8
9200,100,54,1,12,114,86,75,128.7,62.6
44419,90,116,1,12,15,0,98,82.4,26.3
28000,100,45,1,35,216,208,NA,233.1,152.3
8964,100,74,1,14,258,247,82,104.8,68.7
10000,100,91,1,17,93,92,90,87.8,59.1
2000,100,88,1,19,120,120,NA,39.8,24.8
1025,100,51,1,16,141,140,NA,102.1,65.1
24581,100,9,1,15,103,100,13,242.9,117
170640,100,49,1,17,88,47,55,286.5,188.8
3000,100,92,1,15,77,77,NA,92.7,66.2
20000,100,77,1,6,7,0,NA,36.4,26.1
9000,100,30,1,10,102,101,49,128.8,81.7
7199,100,12,1,11,136,135,71,124.2,76.8
2500,100,88,1,6,85,82,NA,38.2,12.2
12500,100,80,1,6,1,0,NA,152.8,49.8
1650,100,97,1,6,70,69,NA,119.3,86.6
2998,100,102,1,6,59,54,NA,113.1,36
2300,100,93,1,7,78,74,NA,93.9,61.2
1100,100,87,1,6,69,65,NA,208.6,120.9
52740,100,108,1,6,49,42,NA,241.4,117.3
6066,100,97,1,6,66,64,100,98.2,59.3
1400,100,97,1,6,56,54,NA,154.5,108.5
1600,100,97,1,6,57,48,NA,146.1,92.1
3100,100,93,1,6,41,39,NA,95,68.3
1314,100,34,1,6,45,38,NA,138.1,103.2
1100,100,108,1,6,56,53,NA,144.9,106.5
2800,100,81,1,6,50,47,NA,122.2,94.8
2500,100,79,1,6,110,108,NA,130.7,88.1
60871,100,2,1,2,4,0,NA,86.5,33.4
5000,100,97,1,3,4,0,75,138.1,65.8
5500,100,5,1,20,224,222,99,69.3,46.4
26000,100,87,1,10,14,0,NA,91.5,30.6
2360,100,89,1,6,163,162,NA,113.2,79.4
31000,100,63,1,3,2,0,NA,40.4,20
110000,100,26,2,7,1,0,46,291.3,121.9
1514,100,88,1,6,119,118,NA,93.8,67.7
142000,100,92,2,20,156,155,53,231.3,127.7
1200,100,97,1,5,58,58,NA,107,72.7
10000,100,97,1,1,10,0,NA,60.7,33.5
1223,100,9,1,11,281,280,NA,105.4,64
9000,100,11,1,8,124,123,64,117.6,70.9
5682,100,11,1,6,74,73,NA,120,73.7
67815,100,22,2,7,1,0,16,311.5,132.1
2000,100,95,1,5,56,51,NA,72.5,54.8
68500,100,30,1,3,1,0,49,240.6,93.7
4818,100,76,1,9,136,128,NA,135.5,96.7
2600,100,88,1,6,54,52,NA,115.5,85.4
3376,100,76,1,9,3378,3378,NA,366.6,316.4
78798,100,25,2,6,15,0,NA,389.1,139.5
2000,100,56,1,6,62,60,NA,40.5,15.3
3500,100,90,1,2,7,0,NA,121.9,53.2
1300,100,55,1,13,138,138,NA,165.2,120.8
2500,100,78,1,6,64,61,NA,78.4,54.6
1100,100,62,1,6,90,89,NA,88.8,64.8
2000,100,65,1,12,86,86,NA,197.7,156.7
1500,100,64,2,13,159,159,NA,114,77.3
75060,80,31,1,19,13,0,NA,266.8,138.2
25891,100,95,1,12,22,0,79,151,65.6
2880,100,94,1,6,94,89,NA,130.9,82.8
9000,100,8,1,10,50,49,44,131.8,60.1
7969,100,9,1,6,39,36,32,141.9,83.8
25082,100,8,1,1,1,0,33,341.8,150.4
9385,100,10,1,12,115,113,33,157.3,73.3
2500,100,89,1,16,45,43,NA,111.2,84.7
6600,100,58,1,15,144,134,61,125.5,87.8
2700,100,77,1,6,80,75,NA,80.7,53
3500,100,15,1,7,27,23,NA,122.8,58
2250,100,44,7,6,160,160,NA,182.9,119.3
2e+05,100,42,2,21,157,157,92,86.3,31.1
42083,95,90,1,41,196,179,1,256.8,143
13748,90,16,1,7,18,12,NA,81,45.3
1340,100,7,1,7,60,58,NA,83.9,48.3
2700,100,51,6,9,552,550,NA,153.3,107.8
1200,100,88,1,6,105,95,NA,115.5,79.3
1100,100,94,1,6,139,126,NA,108.9,75.8
1850,100,57,1,6,136,136,NA,107.5,75.3
1500,100,66,1,6,98,98,NA,136.1,99.8
2885,100,27,1,13,77,76,NA,133.9,76.8
5000,100,90,1,6,131,131,90,95.2,62.7
9374,90,30,1,6,56,52,22,162.8,104
2000,100,61,1,6,121,121,NA,124,73.7
9078,100,14,1,6,29,28,99,82,47
1800,100,58,1,6,73,73,NA,101.9,69.7
1300,100,55,1,6,63,63,NA,130.9,83.7
5924,100,11,1,11,35,34,5,208.9,101.4
2500,100,88,1,6,60,60,NA,132.8,104.8
8000,100,52,1,6,128,128,56,133.9,90
33643,100,15,1,6,21,20,81,116.5,37.1
9579,100,2,1,6,29,27,100,60,31.7
6000,100,56,1,6,95,95,99,88.1,80.9
9300,100,18,2,4,152,0,2,214.9,87.6
4222,100,5,1,12,202,199,NA,184.2,80.5
37500,100,11,2,2,3,0,1,993.8,469.7
1700,100,86,9,6,493,493,NA,91.7,53.3
2000,100,13,1,11,88,88,NA,106.9,70.3
2125,100,54,1,6,79,79,NA,122.1,83.2
1285,100,58,1,6,73,73,NA,127.3,91.5
12885,100,5,1,10,1,0,43,217.7,69.6
2000,100,62,1,6,150,148,NA,101.6,70
2970,100,81,1,6,64,64,NA,94.3,63.8
1400,100,81,1,6,46,44,NA,95.5,68.8
1420,100,52,1,6,114,111,NA,208.5,170.1
23250,100,22,1,9,36,0,NA,140.8,57.9
7000,100,62,1,6,112,107,79,104.2,75.4
1500,100,52,1,6,78,78,NA,108.4,75.9
3531,100,56,1,6,70,66,NA,117,81.9
15537,100,56,2,6,147,132,52,123,87.6
38378,100,56,3,6,289,264,53,129.3,91.1
11224,100,56,1,6,69,66,62,118.4,83.5
3500,100,25,1,12,82,73,NA,124.7,73.8
2300,100,79,11,6,302,300,NA,102,73.1
8500,100,79,9,6,240,238,NA,108.3,76.6
8000,100,68,6,12,162,161,35,151.6,107.1
2000,100,76,1,6,149,147,NA,119.5,91.2
8000,100,75,1,6,105,103,100,42.9,13.7
1500,100,78,1,6,71,71,NA,79.4,55.8
3000,100,63,1,6,114,114,NA,281.2,210.4
7805,100,78,1,6,99,99,72,112,76.2
10000,100,55,1,14,254,254,29,135.5,90
3920,100,77,1,6,61,60,NA,97,67.5
5595,100,35,1,16,136,0,87,154.1,62.2
1056,100,76,1,6,67,66,NA,105.1,75.7
3000,100,61,1,6,97,92,NA,125.3,87.2
7110,100,78,1,6,73,73,87,99.8,71.6
2902,100,78,1,6,83,66,NA,111.2,73.9
2200,100,60,1,6,80,80,NA,102,68.1
3210,100,78,1,6,71,69,NA,107.6,69.5
2867,100,78,1,6,50,39,NA,107.8,79.4
2100,100,27,2,6,48,48,NA,83.8,61.5
11899,100,25,1,4,2,0,42,252.6,115.3
4631,100,52,1,6,235,228,NA,153.9,103
3000,100,56,1,6,105,105,NA,134,89.1
10436,100,11,1,7,55,50,25,204.7,124
10000,100,30,1,13,109,64,45,164.5,87.3
94192,100,43,1,2,36,0,27,346.8,124.8
2000,100,53,1,6,109,107,NA,129.8,91.7
6382,100,28,1,14,175,159,68,116.7,68.9
12212,100,5,1,15,93,92,70,109.9,55.8
2546,100,67,161,2,318,318,NA,130.4,96.5
4500,100,51,1,6,186,183,NA,91.8,63.3
188000,95,67,2,2,24,0,79,141.3,52.1
1200,100,56,1,6,162,162,NA,136.9,95.6
19200,100,90,1,7,6,0,NA,110.1,58.7
2500,100,57,2,6,149,149,NA,113.4,85.5
1200,100,36,2,8,267,267,NA,89.2,55.2
2000,100,51,1,6,87,85,NA,138.1,93.2
93725,100,44,1,6,1,0,36,298.6,232.6
1720,100,19,2,3,1,0,NA,203.9,75.3
18547,100,31,5,2,33,0,NA,403.1,150.7
36180,100,40,12,6,955,948,95,95.3,67.5
