"y"
361.16
199.46
201.49
159.04
46.6
209.12
96.73
160.98
383.6
234.66
147.94
185.76
154.96
160.89
60.32
140.21
55.52
204.3
270.33
548.34
350.62
225.91
51.15
191.14
899.47
129.63
156.85
106.21
279.76
124.16
221.97
154.59
122.2
210.71
394.3
99.01
158.58
108.28
1245.06
234.59
211.44
274.2
266.05
69.3
281.05
158.61
130.21
162.13
54.44
275.05
463.57
95.22
75.3
129.32
22.77
175.78
462.06
181.73
235.68
378.17
231.36
155
224.53
103.4
128.18
171.85
113.29
98.71
287.95
258.16
112.18
92.48
173.22
118.4
158.21
182.09
144.72
230.17
161.03
223.39
467.45
583.86
193.83
58.17
114.29
872.37
138.39
115.63
342.77
117.61
264.08
112.55
139.46
109.34
271.59
133.99
133.09
86.25
83.29
60.13
235.99
22.23
187.32
143.84
169.95
196.28
196.47
135.51
27.56
184.97
278.17
189.47
175.33
309.05
220.61
146.89
117.44
152.94
160.54
17.7
174.3
101.92
153.06
155.64
177.66
133.55
226.24
110.4
51.66
369.73
102.27
53.94
347.34
283.48
141.39
183.15
315.22
223.28
149.87
195.54
93.57
136.3
160.74
286.68
161.72
52.84
265.01
691.76
161.42
16.12
147.81
241.87
138.78
51.48
127.12
75
175.05
85.7
164.9
179.79
187.63
108.31
169.16
290.23
72.07
332.59
434.21
402.55
68.52
73.58
99.62
368.59
649.22
122.72
94.78
77.98
108.47
149.62
155.32
75.37
132.19
170.9
64.69
150.43
59.51
154.92
212.12
24.01
97.45
144.6
515.7
104.16
311.95
66.6
189.56
299.11
244.57
70.64
197.64
126.24
99.93
361.08
109.08
245.56
189.45
142.83
189.44
