"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","WKHRS","NWKER","COOK","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","RFGSTO","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","RFGSTP","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","RFGRES","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","RFGRSN","RFGCOMPN","RFGWIN.1","RFGOPN.1","RFGCLN.1","RFGVNN.1","ZWKHRS","ZNWKER","ZRFGWIN","ZCOOLP","ZHEATP","HEATP.1","FURNP","PKGHP","BOILP","STHWP","HTPHP","SLFCNP","OTHTP","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI"
7400,1,NA,NA,NA,12,78,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,0,NA,2,1,7329,895,1,42,25,964.60413185,781631,299881,481750,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,839666.8,505837.5,NA,NA,1345504.3,181.82,105.63
30000,2,NA,NA,NA,12,72,25,2,100,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,5,0,2,1,NA,2,NA,4945,920,2,14,6,657.71092576,4617347,4050419,566928,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,NA,NA,0,0,0,0,1,100,NA,NA,100,NA,NA,NA,NA,11341173.2,595274.4,NA,NA,11936447.6,397.88,153.91
176000,2,NA,NA,NA,12,168,235,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,0,1,1,4,50,NA,3779,1432,1,42,25,226.82776714,8520126,8073328,NA,446798,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,22605318.4,NA,451265.98,NA,23056584.38,131,48.41
16000,1,NA,NA,NA,12,50,10,2,100,85,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11,1,3,1,3,NA,2,5265,1048,1,42,25,1162.262962,1844217,1159312,684905,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,3246073.6,719150.25,NA,NA,3965223.85,247.83,115.26
350000,8,6,16,NA,12,105,400,1,100,95,1,1,1,2,2,2,2,2,1,1,3,NA,NA,NA,30,2,50,1,66,35,4,3992,1819,2,42,25,19.690263031,53090561,36174959,16911065,4537,NA,2,16,19,NA,60,40,NA,NA,NA,2,2,2,2,NA,NA,1,1,3,NA,0,1,0,0,0,100,NA,90,NA,NA,NA,10,NA,101289885.2,17756618.25,4582.37,NA,119051085.82,340.15,151.69
5300,1,NA,NA,NA,12,168,1,1,100,100,2,2,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,5203,918,2,14,6,1879.4560061,1112993,946328,166665,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,NA,NA,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,2649718.4,174998.25,NA,NA,2824716.65,532.97,210
39000,2,NA,NA,NA,12,68,8,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,2,3,NA,NA,4454,832,NA,42,25,579.24782974,1320471,963771,356700,NA,NA,2,13,16,NA,45,55,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,3,NA,2698558.8,374535,NA,NA,3073093.8,78.8,33.86
7400,1,NA,NA,NA,12,58,3,2,100,80,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,0,2,1,NA,1,NA,5077,1140,1,42,25,1729.17335,252810,137190,115620,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,384132,121401,NA,NA,505533,68.32,34.16
10000,2,NA,NA,NA,12,100,16,1,80,35,1,2,2,2,1,2,2,1,6,5,15,1,NA,35,5,0,5,2,3,5,NA,2787,2357,2,14,6,1117.7421223,2078518,1859475,219043,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,6,5,15,1,0,0,0,0,0,80,80,75,NA,NA,NA,5,NA,5206530,229995.15,NA,NA,5436525.15,543.65,207.85
46000,1,NA,NA,NA,12,72,12,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,15,0,6,0,NA,3,NA,284,4096,1,42,25,63.073938349,2681467,2681467,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,2,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,7508107.6,NA,NA,NA,7508107.6,163.22,58.29
12000,2,NA,NA,NA,12,54,2,2,65,33,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,1,0,1,0,NA,1,NA,6115,976,1,42,25,1559.8286174,133911,133911,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,1,NA,1,NA,1,NA,0,0,0,0,0,65,100,NA,NA,NA,NA,NA,NA,374950.8,NA,NA,NA,374950.8,31.25,11.16
11000,2,1,NA,NA,12,70,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8,NA,NA,NA,4,0,2,1,NA,6,NA,3953,1263,2,42,25,1794.7390012,760606,760606,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1,NA,NA,8,NA,0,0,9,1,1,100,40,NA,60,NA,NA,NA,NA,2129696.8,NA,NA,NA,2129696.8,193.61,69.15
34500,2,NA,NA,NA,12,105,40,1,100,100,2,2,2,1,2,2,2,1,7,12,3,4,1,20,3,1,4,0,NA,8,1,2448,1752,2,14,6,226.82776714,7816044,7812354,3690,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,7,12,3,4,0,0,0,0,0,100,NA,NA,NA,NA,100,NA,71,21874591.2,3874.5,NA,NA,21878465.7,634.16,226.55
6000,1,NA,NA,NA,12,50,6,2,100,66,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,10,1,2,1,NA,2,3,3428,1640,1,42,25,1729.17335,439515,258807,180708,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,1,NA,0,0,9,0,0,100,33,NA,NA,NA,66,NA,NA,724659.6,189743.4,NA,NA,914403,152.4,73.25
6600,1,NA,NA,NA,12,60,4,2,75,75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7,0,5,1,1,1,NA,3091,1852,1,42,25,1451.6174232,557333,557333,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,0,0,9,0,0,75,NA,100,NA,NA,NA,NA,NA,1560532.4,NA,NA,NA,1560532.4,236.44,84.44
43000,1,NA,NA,NA,12,74,40,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,20,1,10,0,4,20,NA,6176,414,2,42,25,583.6267448,2913934,1750046,1163888,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,9,0,0,100,NA,100,NA,NA,NA,NA,NA,4900128.8,1222082.4,NA,NA,6122211.2,142.38,67.77
11500,1,NA,NA,NA,12,98,6,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,15,NA,NA,NA,2,0,2,1,NA,4,NA,4944,858,2,42,25,787.07922084,1061937,925304,136633,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,15,NA,0,1,9,0,0,100,NA,100,NA,NA,NA,NA,NA,2590851.2,143464.65,NA,NA,2734315.85,237.77,92.34
148000,1,NA,NA,NA,12,168,48,1,100,80,2,2,2,1,2,1,2,2,10,48,80,5,3,NA,32,0,14,1,25,39,7,5219,1507,1,14,6,48.841044419,17554938,12433628,5121310,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,10,48,80,5,0,0,0,0,0,100,80,80,NA,NA,NA,2,NA,34814158.4,5377375.5,NA,NA,40191533.9,271.56,118.61
5000,1,NA,NA,NA,12,48,1,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,0,1,0,NA,1,NA,2787,1831,2,42,25,1484.5150471,83900,69345,14555,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,NA,NA,NA,0,0,0,0,0,100,100,NA,NA,NA,NA,NA,NA,194166,15282.75,NA,NA,209448.75,41.89,16.78
220000,1,NA,NA,NA,12,168,125,1,95,95,2,1,2,1,2,2,2,2,12,62,35,1,2,NA,23,10,8,1,66,16,3,6270,455,2,42,25,231.99496099,22047843,17409000,4638843,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,12,62,35,1,0,0,0,0,0,95,NA,100,NA,NA,NA,NA,NA,48745200,4870785.15,NA,NA,53615985.15,243.71,100.22
128000,1,NA,NA,NA,12,98,67,1,100,100,2,1,2,2,2,2,2,2,5,2,41,3,NA,NA,30,4,9,0,5,32,1,2364,739,2,42,25,144.55799843,7832141,6682501,1149640,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,5,2,41,3,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,18711002.8,1207122,NA,NA,19918124.8,155.61,61.19
17500,1,NA,NA,NA,12,98,15,1,100,90,2,1,2,1,2,1,2,2,5,4,8,3,NA,NA,3,0,4,0,NA,5,1,4106,1629,2,14,6,1069.3275783,4495070,3902107,592963,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,5,4,8,3,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,10925899.6,622611.15,NA,NA,11548510.75,659.91,256.86
6600,1,NA,NA,NA,12,75,5,1,100,100,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,8,0,5,1,NA,1,NA,1282,3562,1,42,25,1134.749884,842273,842273,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,0,1,9,0,0,100,NA,100,NA,NA,100,NA,NA,2358364.4,NA,NA,NA,2358364.4,357.33,127.62
102000,1,NA,NA,NA,12,101,55,1,100,100,2,2,2,1,2,1,2,2,NA,NA,NA,5,NA,NA,12,0,10,1,1,16,1,5100,951,1,42,25,276.95327433,9668055,6403532,3264523,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,15,NA,NA,NA,NA,5,0,0,9,0,0,100,NA,100,NA,NA,NA,1,NA,17929889.6,3427749.15,NA,NA,21357638.75,209.39,94.78
12000,2,NA,1,NA,12,102,25,2,100,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,2,3,NA,NA,2,0,3,0,2,7,1,3711,1516,2,14,6,1145.0798138,3053846,2638926,414920,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,3,7,2,3,0,0,0,9,0,100,NA,NA,NA,NA,NA,100,NA,7388992.8,435666,NA,NA,7824658.8,652.05,254.49
90000,1,NA,NA,NA,12,74,35,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,12,1,4,1,6,15,1,936,3694,1,42,25,48.841044419,5969061,5948839,15273,4949,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,2,0,0,9,0,1,100,NA,60,NA,NA,NA,40,NA,16656749.2,16036.65,4998.49,NA,16677784.34,185.31,66.32
6600,1,NA,NA,NA,12,112,4,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,5,0,1,1,NA,4,NA,1084,3226,2,42,25,1879.4560061,339895,336512,3383,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,1,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,942233.6,3552.15,NA,NA,945785.75,143.3,51.5
102000,1,NA,NA,NA,12,103,58,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,9,0,20,23,1,860,2340,NA,42,25,1031.3463294,6346122,5978762,367360,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,16740533.6,385728,NA,NA,17126261.6,167.9,62.22
15750,1,NA,NA,NA,12,110,14,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,20,0,5,2,4,10,NA,6014,1006,1,42,25,1162.262962,2013538,1478078,535460,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,1,NA,NA,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,4138618.4,562233,NA,NA,4700851.4,298.47,127.84
148000,1,NA,NA,NA,12,69,150,1,90,90,2,1,2,1,2,1,2,1,6,13,3,3,3,10,65,0,7,15,NA,25,5,3969,1834,1,42,25,48.841044419,24774873,17158610,7616263,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,6,13,3,3,0,0,0,0,0,90,NA,100,NA,NA,NA,NA,NA,48044108,7997076.15,NA,NA,56041184.15,378.66,167.4
11500,1,NA,NA,NA,12,78,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,1,1,1,NA,2,1,3290,1424,1,42,25,941.81790866,984891,880238,104653,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,2,0,0,9,0,0,100,100,NA,NA,NA,NA,NA,NA,2464666.4,109885.65,NA,NA,2574552.05,223.87,85.64
110000,1,NA,NA,NA,12,106,54,2,NA,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12,1,4,1,3,16,1,142,4470,1,42,25,1162.262962,10787099,10787099,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,30203877.2,NA,NA,NA,30203877.2,274.58,98.06
11500,1,NA,NA,NA,12,85,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2,0,2,5,1,1689,2767,NA,42,25,1791.3103533,570418,570418,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,1597170.4,NA,NA,NA,1597170.4,138.88,49.6
60000,1,NA,NA,NA,12,84,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,9,1,5,1,4,8,1,4131,1433,1,42,25,143.94634909,3186856,3186856,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,NA,NA,NA,1,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,8923196.8,NA,NA,NA,8923196.8,148.72,53.11
116000,1,NA,NA,NA,12,85,99,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,40,1,9,1,1,26,6,1149,3285,2,42,25,62.703017691,9614402,9321990,NA,292412,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,26101572,NA,295336.12,NA,26396908.12,227.56,82.88
8700,2,NA,NA,NA,12,59,6,2,100,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,0,80,1,NA,3888,1855,NA,42,25,1655.242098,597803,422938,174865,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,1184226.4,183608.25,NA,NA,1367834.65,157.22,68.71
15000,1,NA,NA,NA,12,64,3,2,50,50,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,0,0,NA,0,NA,1,NA,2285,2180,2,42,25,1387.0765871,331790,234005,97785,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,4,NA,0,0,9,0,0,50,NA,100,NA,NA,NA,NA,NA,655214,102674.25,NA,NA,757888.25,50.53,22.12
21000,2,NA,NA,NA,12,61,30,2,100,88,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,15,1,4,0,2,4,NA,6673,595,1,42,25,1145.0798138,1180447,399170,NA,781277,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,1,0,0,9,0,0,100,NA,NA,100,NA,NA,NA,NA,1117676,NA,789089.77,NA,1906765.77,90.8,56.21
9700,1,NA,NA,NA,11,44,1,2,25,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,7671,165,1,42,25,1023.6082023,319807,102507,217300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,9,0,25,NA,100,NA,NA,NA,NA,NA,287019.6,228165,NA,NA,515184.6,53.11,32.97
20000,1,NA,NA,NA,12,96,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,8,3,5,2,2,7,9,4429,169,2,42,25,583.6267448,2503152,2019147,484005,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,3,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,5653611.6,508205.25,NA,NA,6161816.85,308.09,125.16
136000,1,NA,NA,NA,12,71,110,1,100,100,2,1,2,1,2,1,2,1,9,5,NA,3,3,15,23,0,8,1,NA,23,3,5003,1031,2,42,25,158.29956057,20969144,14365069,6604075,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,9,5,NA,3,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,40222193.2,6934278.75,NA,NA,47156471.95,346.74,154.18
6500,1,NA,NA,NA,12,54,4,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,1,NA,2456,1785,1,42,25,1807.4628666,370658,204403,166255,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,572328.4,174567.75,NA,NA,746896.15,114.91,57.02
116000,1,NA,NA,NA,12,106,66,1,100,100,2,1,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,25,1,9,0,2,20,1,3635,1361,1,42,25,62.703017691,10570805,7594102,2976703,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,1,0,0,9,0,0,100,NA,100,NA,NA,NA,1,NA,21263485.6,3125538.15,NA,NA,24389023.75,210.25,91.13
134000,1,NA,NA,NA,12,105,290,1,100,95,2,1,2,2,2,2,2,2,7,36,2,4,3,NA,60,0,10,1,3,35,3,4561,1111,2,42,25,247.69461038,9794399,8472661,1321738,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,7,36,2,4,0,0,1,0,1,100,NA,100,NA,NA,NA,NA,NA,23723450.8,1387824.9,NA,NA,25111275.7,187.4,73.09
12250,1,NA,NA,NA,12,64,8,2,90,60,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,0,3,1,NA,1,NA,5264,696,1,42,25,1031.3463294,521128,521128,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,2,0,0,9,0,0,90,NA,100,NA,NA,NA,NA,NA,1459158.4,NA,NA,NA,1459158.4,119.11,42.54
88000,3,1,4,NA,12,50,250,2,100,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,50,43,20,43,NA,1167,976,NA,42,25,19.690263031,5228064,5228064,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,NA,NA,NA,100,NA,NA,14638579.2,NA,NA,NA,14638579.2,166.35,59.41
7200,1,NA,NA,NA,12,60,7,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,NA,1,1,1205,1974,NA,42,25,1461.8570616,158682,158682,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,50,NA,NA,NA,NA,100,NA,NA,444309.6,NA,NA,NA,444309.6,61.71,22.04
17000,2,NA,NA,NA,12,56,70,1,100,100,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,21,10,8,1,3,7,3,5770,618,1,42,25,1390.8740006,2138801,1725960,NA,412841,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,0,0,9,0,0,100,NA,99,NA,NA,NA,1,NA,4832688,NA,416969.41,NA,5249657.41,308.8,125.81
30000,1,NA,NA,NA,12,126,28,1,85,70,2,2,2,1,2,2,2,2,8,60,32,4,NA,NA,2,0,2,1,1,8,1,3491,1734,2,14,6,1155.42801,10626528,6161628,4464900,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,8,60,32,4,0,0,0,0,0,85,NA,100,NA,NA,NA,NA,NA,17252558.4,4688145,NA,NA,21940703.4,731.36,354.22
5000,2,NA,NA,NA,12,43,2,2,75,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,1,1,5995,550,2,42,25,1791.3103533,157346,36396,120950,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,0,0,9,9,0,75,NA,NA,100,NA,NA,NA,NA,101908.8,126997.5,NA,NA,228906.3,45.78,31.47
23000,3,NA,NA,NA,12,60,5,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,0,3,1,1,NA,1,2704,2434,1,42,25,632.51710677,522776,435856,86920,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,NA,NA,NA,NA,100,NA,1220396.8,91266,NA,NA,1311662.8,57.03,22.73
13750,1,NA,NA,NA,12,83,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,6,0,3,1,NA,4,NA,5670,1010,2,14,6,1162.262962,3663092,2491722,1171370,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,6,NA,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,6976821.6,1229938.5,NA,NA,8206760.1,596.86,266.41
92000,1,NA,NA,NA,12,168,62,1,100,75,2,1,2,2,2,2,2,2,11,60,45,4,NA,NA,6,0,3,1,NA,19,1,5335,891,2,14,6,647.9871845,21319881,14214273,7105608,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,11,60,45,4,0,0,0,0,0,100,NA,75,NA,NA,NA,25,50,39799964.4,7460888.4,NA,NA,47260852.8,513.7,231.74
180000,7,3,NA,NA,12,60,300,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,6,1,3,15,5,4363,1222,NA,42,25,175.75631596,7646489,5138963,372383,2135143,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,10,90,NA,NA,NA,NA,14389096.4,391002.15,2156494.43,NA,16936592.98,94.09,42.48
132000,1,NA,NA,NA,12,78,70,2,80,80,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,26,1,12,1,3,16,1,4114,1032,1,42,25,157.11184884,7773524,6697991,1075533,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,3,0,0,9,0,0,80,NA,100,NA,NA,NA,NA,NA,18754374.8,1129309.65,NA,NA,19883684.45,150.63,58.89
8800,2,NA,NA,NA,12,65,19,2,90,30,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,8,1,5,1,1,NA,NA,4820,922,2,42,25,1162.262962,691625,285110,406515,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,3,NA,NA,NA,1,0,0,9,0,0,90,NA,30,NA,NA,NA,85,NA,798308,426840.75,NA,NA,1225148.75,139.22,78.59
174000,1,NA,NA,NA,12,98,112,1,100,100,2,1,2,1,2,2,2,2,8,6,110,4,NA,NA,38,6,9,0,5,43,4,6665,903,2,42,25,61.580852671,17959580,13215880,4743700,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,8,6,110,4,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,37004464,4980885,NA,NA,41985349,241.3,103.22
7700,1,NA,NA,NA,12,45,14,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14,3,7,0,NA,1,2,3716,1486,1,42,25,1107.7533448,1179638,970025,209613,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,2716070,220093.65,NA,NA,2936163.65,381.32,153.2
5000,1,NA,NA,NA,12,54,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,NA,3715,2027,2,42,25,1484.5150471,246854,110119,136735,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,308333.2,143571.75,NA,NA,451904.95,90.38,49.37
70000,4,3,2,NA,12,84,120,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,25,20,20,10,20,10,4858,149,NA,42,25,249.44526964,1054724,1054724,NA,NA,NA,2,11,16,NA,40,60,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,60,NA,NA,40,NA,NA,2953227.2,NA,NA,NA,2953227.2,42.19,15.07
