"GFA","NumBldgs","NumFlors","BuildQlty","ConClass","HeatSys","Shape","Age","ENERGYSTARScore","SourceEUI","SiteEnergy","SourceEnergy"
98220,1,3,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",66,"12",146.3999939,6468090,14379407.400858
61200,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",86,"16",145.1999969,4912143,8886239.81028
73296,1,1,"LOW/AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",57,"83",61.79999924,2356376.75,4529692.74429504
115668,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",65,NA,62.59999847,3534690.75,7240816.62302796
115620,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",51,"11",107.6999969,1951856.25,12452273.641578
55450,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",48,"31",163.3000031,4345698,9054985.171895
179413,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",71,"57",61,3459543,10944193
170632,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",51,"98",11.10000038,602245,1894015.26484016
123000,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",51,"47",68.90000153,3004271,8474700.18819
60448,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",39,"90",39.70000076,1052244.75,2399785.64594048
87332,1,4,"AVERAGE/GOOD","PREFAB STEEL","SPACE HEATERS","Very Irreg",13,"87",38.59999847,1165598.875,3371015.06638204
132828,1,4,"AVERAGE","REINFORCED CONCRETE","NO HEAT","Rect or Slight Irreg",29,"83",25.60000038,1083729.625,3400396.85047464
70400,1,1,"AVERAGE","REINFORCED CONCRETE","SPACE HEATERS","Rect or Slight Irreg",47,"1",502.7000122,13962749,35390080.85888
152365,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",52,"88",19.79999924,1069749.75,3016826.8842026
80360,1,4,"GOOD","MASONRY","SPACE HEATERS","Rect or Slight Irreg",30,"96",20.29999924,686019.1875,1631307.9389264
44100,1,1,"AVERAGE","PREFAB STEEL","SPACE HEATERS","Rect or Slight Irreg",41,"1",127.0999985,1618916.375,5605109.93385
46340,1,1,"AVERAGE","WOOD FRAME","NO HEAT","Rect or Slight Irreg",16,"3",173.6999969,2564004,8049257.856346
26380,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",38,NA,60.5,509124,1595990
37351,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",48,"10",136.8999939,2559461.75,5113351.6721589
30375,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",36,"73",35.79999924,345866.6875,1087424.976915
30004,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",38,NA,39.70000076,369291.5,1191158.82280304
33300,1,5,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",117,NA,9.5,90558.70313,316350
37500,1,1,"AVERAGE","MASONRY","HEAT PUMP","Rect or Slight Irreg",32,"36",92.19999695,1811506.375,3457499.885625
25480,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",64,NA,91.40000153,741287.1875,2328872.0389844
31000,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",47,NA,227.3999939,2301043.75,7049399.8109
32400,1,2,"AVERAGE","WOOD FRAME","HEAT PUMP","Long Rect or Irreg",62,"91",23.89999962,248616,774359.987688
31521,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",64,"6",107.4000015,1788148,3385355.4472815
24000,1,1,"AVERAGE","REINFORCED CONCRETE","WARMED AND COOLED AIR","Rect or Slight Irreg",66,NA,93,1257033.5,2232000
38005,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",56,NA,55.59999847,752093.625,2113077.94185235
30545,1,1,"AVERAGE","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",79,"12",87.19999695,1577040.875,2663523.90683775
22320,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",40,"62",61.79999924,439065.9063,1379375.9830368
27680,1,1,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",49,NA,116,1778431.75,3210880
20500,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",48,"65",32.70000076,222600.0938,670350.01558
33840,1,2,"AVERAGE/GOOD","MASONRY","COMPLETE HVAC","Rect or Slight Irreg",90,NA,146,2227638.25,4940640
48112,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",45,"73",97,1485945.875,4666864
36444,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",57,"80",13.89999962,161311.0938,506571.58615128
27553,1,1,"AVERAGE","PREFAB STEEL","ELECTRIC WALL","Rect or Slight Irreg",67,"63",69.30000305,966677.125,1909422.98403665
29380,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",40,"33",91.5,856088.625,2688270
26150,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",55,"6",113.6999969,1208407.625,2973254.918935
31600,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",38,"3",219.8000031,3363535.5,6945680.09796
35289,1,1,"GOOD","PREFAB STEEL","SPACE HEATERS","Rect or Slight Irreg",10,"63",55.09999847,876425,1944423.84600783
28920,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",36,"50",80.69999695,1750419,2333843.911794
22176,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",39,"60",47.79999924,736428.625,1060012.78314624
31300,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",39,"89",26.89999962,362874,841969.988106
22000,1,1,"LOW COST","PREFAB STEEL","SPACE HEATERS","Rect or Slight Irreg",38,"14",100,700627.625,2200000
33576,1,2,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",37,"64",64.19999695,1275231.75,2155579.0975932
20140,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",60,"49",18.20000076,116486.6016,366548.0153064
41895,1,1,"AVERAGE","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",56,NA,78.69999695,1242311.5,3297136.37222025
41478,1,3,"AVERAGE","WOOD FRAME","HOT WATER","Rect or Slight Irreg",42,"3",167.5,3035962.25,6947565
39840,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",37,"2",59.29999924,752104,2362511.9697216
25600,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",43,"1",173,1730600.625,4428800
56884,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",57,"71",54.5,1388345.125,3100178
42500,1,4,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",90,"100",15.89999962,241478.5938,675749.98385
39497,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",62,"9",116.3000031,1700057.375,4593501.2224407
25840,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",61,"92",38.09999847,313528.0938,984503.9604648
20200,1,1,"LOW/AVERAGE","STRUCTURAL STEEL","SPACE HEATERS","Rect or Slight Irreg",117,NA,41,269016.6875,828200
21936,1,1,"AVERAGE","WOOD FRAME","SPACE HEATERS","Rect or Slight Irreg",40,"100",12.30000019,113130,269812.80416784
38255,1,1,"LOW/AVERAGE","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",60,"12",49,985401.8125,1874495
31900,1,1,"AVERAGE/GOOD","MASONRY","COMPLETE HVAC","Rect or Slight Irreg",54,NA,192.8000031,1964681.25,6150320.09889
46970,1,1,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",69,NA,59,882896.5,2771230
47554,1,1,"AVERAGE","WOOD FRAME","SPACE HEATERS","Rect or Slight Irreg",86,NA,91.69999695,1035554.688,4360701.6549603
21600,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",90,"57",49.90000153,499828.5938,1077840.033048
26094,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",64,"19",85.40000153,709990.8125,2228427.63992382
53550,1,1,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",57,"11",148.5,4590246.5,7952175
38412,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",93,"62",64.80000305,1628540,2489097.7171566
36544,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Very Irreg",51,"5",109.0999985,1269847.75,3986950.345184
20796,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",68,NA,108.6999969,1324092.125,2260525.1355324
38630,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",81,"33",34,416885.5938,1313420
20724,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",67,"NULL",123.4000015,1832031.5,2557341.631086
25375,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",62,NA,497.5,4069301.5,12624062.5
22803,1,1,"AVERAGE","REINFORCED CONCRETE","WARMED AND COOLED AIR","Rect or Slight Irreg",32,"78",73.09999847,764094.5,1666899.26511141
41550,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",66,"94",48.59999847,642645.1875,2019329.9364285
52325,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",80,"67",37.79999924,808968.1875,1977884.960233
45842,1,1,"AVERAGE","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",57,"99",31.39999962,819354.625,1439438.78258004
20520,1,1,"LOW COST","MASONRY","NO HEAT","Rect or Slight Irreg",51,"20",106.5,1167887.75,2185380
22972,1,1,"LOW COST","MASONRY","SPACE HEATERS","Rect or Slight Irreg",72,"12",67.69999695,495481,1555204.3299354
24990,1,1,"LOW/AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",64,"80",43.70000076,523614.0938,1092063.0189924
100386,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",54,NA,81.59999847,3626431.5,8191497.44640942
23296,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",50,NA,134.3000031,1429855.75,3128652.8722176
25520,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",60,"100",114.8000031,1610794.75,2929696.079112
21755,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",39,NA,105.9000015,844076.8125,2303854.5326325
39600,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",65,"85",32.09999847,405050.4063,1271159.939412
39600,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",65,"91",30.29999924,468396.9063,1199879.969904
23750,1,1,"AVERAGE","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",47,NA,78.59999847,522972.1875,1866749.9636625
43390,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",47,"87",38.59999847,533742.8125,1674853.9336133
35400,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",58,"84",29.10000038,419978.6875,1030140.013452
71283,1,3,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",101,"41",93.30000305,2491238.25,6650704.11741315
23792,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",28,NA,376.3999939,2852102.75,8955308.6548688
25658,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",48,NA,110,1063960.125,2822380
43200,1,2,"LOW/AVERAGE","MASONRY","PACKAGE UNIT","Rect or Slight Irreg",102,"38",102.8000031,1929851.5,4440960.13392
48280,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",49,"18",119.6999969,2701833.75,5779115.850332
32000,1,1,"LOW COST","MASONRY","SPACE HEATERS","Rect or Slight Irreg",51,"3",176.6999969,2186148.5,5654399.9008
44000,1,1,"LOW COST","MASONRY","SPACE HEATERS","Rect or Slight Irreg",47,"15",152.1999969,4302455.5,6696799.8636
36000,1,1,"LOW COST","MASONRY","SPACE HEATERS","Rect or Slight Irreg",44,"44",109.5,2771820.5,3942000
31360,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",38,NA,87.90000153,1356972.25,2756544.0479808
33320,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",38,NA,154.1999969,2339234,5137943.896708
48020,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",38,"71",115.5999985,2373568.25,5551111.92797
27420,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",38,"55",82.5,1176342.25,2262150
29394,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",25,"60",85.30000305,1486681.75,2507308.2896517
20400,1,2,"AVERAGE","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",91,"69",47.29999924,438557,964919.984496
21870,1,2,"LOW/AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",62,"45",154.3000031,1074350.375,3374541.067797
51664,3,1,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",29,NA,177.3999939,3528086.75,9165193.2848496
36600,1,2,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",35,"80",22.20000076,308400.4063,812520.027816
48890,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",76,"49",91.40000153,2100216.5,4468546.0748017
40800,1,2,"LOW COST","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",89,NA,38.29999924,817255.875,1562639.968992
41276,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",79,NA,103.4000015,2502081,4267938.461914
20000,1,1,"LOW COST","MASONRY","HOT WATER","Rect or Slight Irreg",91,"18",52.5,743528.125,1050000
42000,1,1,"AVERAGE","REINFORCED CONCRETE","SPACE HEATERS","Rect or Slight Irreg",63,NA,81.80000305,2070005.625,3435600.1281
24617,1,1,"AVERAGE","REINFORCED CONCRETE","SPACE HEATERS","Rect or Slight Irreg",85,NA,14.80000019,106918,364331.60467723
52110,1,2,"LOW COST","WOOD FRAME","SPACE HEATERS","Rect or Slight Irreg",117,"34",27.70000076,586589.1875,1443447.0396036
51050,1,1,"LOW COST","WOOD FRAME","HOT WATER","Rect or Slight Irreg",76,"10",58.79999924,1206165.75,3001739.961202
33462,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",53,"1",130.1000061,1386445.375,4353406.4041182
23903,1,1,"AVERAGE","REINFORCED CONCRETE","HOT WATER","Rect or Slight Irreg",87,"65",34.29999924,415364.5938,819872.88183372
25955,1,2,"LOW COST","MASONRY","SPACE HEATERS","Rect or Slight Irreg",89,NA,147.3999939,1218112,3825766.8416745
30000,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",57,"32",139.6999969,2794837,4190999.907
45036,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",55,NA,94.09999847,1791697.75,4237887.53109492
27263,1,1,"AVERAGE","MASONRY","REFRIGERATED COOLING","Rect or Slight Irreg",50,NA,285.2000122,2470642,7775407.9326086
31569,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",55,"12",148.5,3064039.5,4687996.5
22509,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",61,"57",24.79999924,177812.7969,558223.18289316
39984,1,1,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",61,"75",51,1073156.375,2039184
29498,1,2,"AVERAGE/GOOD","WOOD FRAME","SPACE HEATERS","Rect or Slight Irreg",49,NA,372.2999878,3768900.5,10982105.0401244
23050,1,1,"AVERAGE","WOOD FRAME","SPACE HEATERS","Rect or Slight Irreg",79,"27",63.59999847,466672.6875,1465979.9647335
25000,1,1,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",53,NA,155.6000061,1989103.875,3890000.1525
25000,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",57,NA,24.10000038,287132.5,602500.0095
22324,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",76,"53",48.70000076,588856.125,1087178.81696624
29400,1,1,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",45,"69",28.60000038,227509.5,840840.011172
78716,1,2,"AVERAGE/GOOD","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",38,"38",152.5,4103800.75,12004190
43484,1,4,"AVERAGE","MASONRY","STEAM WITHOUT BOILER","Rect or Slight Irreg",111,"18",113.1999969,1567040.75,4922388.6651996
40028,1,1,"AVERAGE","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",79,"80",59.40000153,942415.1875,2377663.26124284
44476,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",57,"33",82,1368120.5,3647032
21040,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",41,"43",56.09999847,592088.125,1180343.9678088
28032,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",66,"52",81.80000305,1321065,2293017.6854976
33238,1,3,"GOOD/EXCELLENT","REINFORCED CONCRETE","WARMED AND COOLED AIR","Rect or Slight Irreg",25,"14",154.1999969,1632472,5125299.4969622
24024,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",40,NA,49.09999847,375773.5938,1179578.36324328
42420,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",64,"34",47.29999924,965425.1875,2006465.9677608
23400,1,2,"LOW/AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",53,NA,59,439266.9063,1380600
23232,1,1,"AVERAGE","MASONRY","PACKAGE UNIT","Rect or Slight Irreg",45,NA,17.20000076,127374,399590.41765632
35046,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",43,"100",88.30000305,1063269.125,3094561.9068903
25577,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",56,NA,95.90000153,895784.6875,2452834.33913281
43380,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",43,"89",29.70000076,405062,1288386.0329688
23040,1,2,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",97,"99",10.19999981,79711.79688,235007.9956224
61880,1,2,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",59,"66",30.20000076,595936.5,1868776.0470288
22058,1,2,"AVERAGE","MASONRY","NO HEAT","Rect or Slight Irreg",50,"1",193.6000061,1987334.75,4270428.9345538
30800,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",52,"65",49.5,485971,1524600
37400,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",95,"73",75.80000305,924192.6875,2834920.11407
72859,1,4,"AVERAGE","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",113,"55",63.29999924,1498457.875,4611974.64462716
45700,1,2,"LOW COST","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",29,"99",15.80000019,1544193.75,722060.008683
52085,1,1,"GOOD","STRUCTURAL STEEL","SPACE HEATERS","Rect or Slight Irreg",62,"37",102.0999985,3605855.5,5317878.4218725
