BBL,StreetNumber,StreetName,Boroguth,ZipCode_ll84,SourceEUI,WeatherNormalizedSourceEUI,ENERGYSTARScore,Reported_Property_FloorArea_Building,DOF_Property_FloorArea_Buildngs_and_Parking,Primary_Property_Type_Self_Selected,DOF_Number_of_Buildings,TotalEnergy,Borough,Block,Lot,ZipCode_pluto,Address,LandUse,BldgArea,BldgClass,AssessTot,AssessLand,LotArea,NumBldgs,NumFloors,UnitsTotal,UnitsRes,ComArea,ResArea,YearBuilt,YearAlter1,YearAlter2,BldgFront,BldgDepth,AreaUnitPrice
3048980004,885,TROY AVENUE,BROOKLYN,11203,124.9,122.1,73,59474,58644,Multifamily Housing,1,7324635.6,BK,4898,4,11203,885 TROY AVENUE,4,58644,D7,2201400,544500,12737,1,6,67,61,4800,53844,1928,0,0,110,107,37.538367096378146
3014180049,899,MONTGOMERY STREET,BROOKLYN,11213,137.7,130.8,48,106392,106392,Multifamily Housing,1,14650178.4,BK,1418,49,11213,899 MONTGOMERY STREET,3,106392,D1,3480300,174150,25781,1,6,107,107,0,106392,1928,1984,0,203.67,110,32.71204601849763
3014190001,921,MONTGOMERY STREET,BROOKLYN,11213,111.8,111.5,80,88244,88244,Multifamily Housing,1,9865679.2,BK,1419,1,11213,921 MONTGOMERY STREET,3,88244,D1,2751300,111150,20116,1,6,94,94,0,88244,1927,1983,0,90,200,31.178323738724448
3013240001,501,LEFFERTS AVENUE,BROOKLYN,11225,118.8,118.8,68,53784,53784,Multifamily Housing,1,6389539.2,BK,1324,1,11225,501 LEFFERTS AVENUE,3,53784,D1,1369350,49500,8025,1,6,60,60,0,53784,1926,0,0,96.08,111,25.46017402945114
3050640092,55,LENOX ROAD,BROOKLYN,11226,114.9,108.9,62,67764,67764,Multifamily Housing,1,7786083.6,BK,5064,92,11226,55 LENOX ROAD,3,67764,D1,1794150,227250,20000,1,6,60,60,0,67764,1937,0,0,100,144.5,26.47644767132991
3050830044,80,LENOX ROAD,BROOKLYN,11226,116.2,113,64,52572,52572,Multifamily Housing,1,6108866.4,BK,5083,44,11226,80 LENOX ROAD,3,52572,D1,1476450,286200,15890,1,6,47,47,0,52572,1937,0,0,100,100.5,28.08434147454919
3017540001,1,VERNON AVENUE,BROOKLYN,11206,141.7,136.4,33,56858,54151,Multifamily Housing,1,7673196.7,BK,1754,1,11205,1 VERNON AVENUE,3,54151,D1,830250,87750,15500,1,6,60,60,0,54151,2005,0,0,125,80,15.332126830529445
2043470007,2324,BOSTON ROAD,BRONX,10467,159.1,151.1,27,366021,337570,Multifamily Housing,1,53707387,BX,4347,7,10467,2324 BOSTON ROAD,3,337570,D1,5416650,535500,135575,1,21,322,322,0,337570,1963,0,0,345.67,95.58,16.04600527298042
1018480042,315,WEST  115 STREET,MANHATTAN,10026,93.8,,,62e3,62e3,Multifamily Housing,1,5815600,MN,1848,42,10026,315 WEST 115 STREET,3,62000,D1,2192400,232200,12110,1,6,49,49,0,62000,1914,1986,1997,117,85,35.36129032258064
5054917501,119,CORTELYOU AVENUE,STATEN ISLAND,10312,59.7,58.6,99,163526,124516,Multifamily Housing,18,7433605.2,SI,5491,7501,10312,119 CORTELYOU AVENUE,2,122220,R2,4431099,463921,272700,18,2,165,165,0,122220,1974,0,0,721,399,36.25510554737359
3084290036,6910,AVENUE U,BROOKLYN,11234,145.4,143,44,133852,117852,Multifamily Housing,1,17135680.8,BK,8429,36,11234,6910 AVENUE U,3,117852,D4,3634650,334800,45250,1,6,128,128,8000,109852,1963,0,0,194.33,197.33,30.8408003258324
2037380027,1160,EVERGREEN AVENUE,BRONX,10472,52.8,,100,73500,63e3,Multifamily Housing,1,3326400,BX,3738,27,10472,1160 EVERGREEN AVENUE,3,63000,D1,936450,67500,15000,1,6,69,69,0,63000,1938,1998,0,150,84,14.864285714285714
3066500032,1776,WEST    6 STREET,BROOKLYN,11223,79.7,,95,73080,62640,Multifamily Housing,1,4992408,BK,6650,32,11223,1776 WEST 6 STREET,3,62640,D1,869400,234900,12000,1,6,59,59,0,62640,1930,0,0,120,87,13.879310344827585
3058840037,7040,COLONIAL ROAD,BROOKLYN,11209,71.4,,99,74655,63990,Multifamily Housing,1,4568886,BK,5884,37,11209,7040 COLONIAL ROAD,3,63990,D1,1471050,412200,14090,1,6,60,60,0,63990,1931,0,0,140,90,22.9887482419128
3002640017,130,CLINTON STREET,BROOKLYN,11201,94.3,91.9,83,101291,93500,Multifamily Housing,1,8817050,BK,264,17,11201,130 CLINTON STREET,3,93500,D4,6729300,612000,8020,1,12,92,89,3400,90100,1926,1978,0,144,81,71.9711229946524
1008190039,122,5 AVENUE,MANHATTAN,10011,296.1,288,41,201174,181154,Office,1,53639699.4,MN,819,39,10011,122 5 AVENUE,5,181154,O6,32508900,4500000,18150,1,10,4,0,181154,0,1900,1987,0,72,176,179.45449727855856
1012770027,51,EAST   42 STREET,MANHATTAN,10017,151.5,149.8,92,155905,160482,Office,1,24313023,MN,1277,27,10017,51 EAST 42 STREET,5,1688660,O4,43466850,17477100,44048,3,0,5,0,1688660,0,0,0,0,0,0,25.74043916478154
3002260001,45,PINEAPPLE STREET,BROOKLYN,11201,129.3,125,,54092,52012,Multifamily Housing,1,6725151.6,BK,226,1,11201,45 PINEAPPLE STREET,3,52012,D4,3236400,318150,7500,2,7,68,67,4000,48012,1939,0,0,150.92,25,62.22410213027763
1021390564,838,WEST  176 STREET,MANHATTAN,10033,121.6,,47,53526,53526,Multifamily Housing,1,6508761.6,MN,2139,564,10033,838 WEST 176 STREET,3,53526,D1,1395450,209700,11097,1,6,42,42,0,53526,1924,1982,0,169,60,26.070507790606435
1019590001,2491,8 AVENUE,MANHATTAN,10030,130,127.5,56,336648,331448,Multifamily Housing,1,43088240,MN,1959,1,10030,2491 8 AVENUE,4,331448,D6,8240850,1210500,53798,1,19,262,260,33421,298027,1975,0,0,203,292,24.86317612415824
1020320034,2532,ADAM C POWELL BLVD,MANHATTAN,10039,182.1,176.7,17,106021,100421,Multifamily Housing,2,18286664.1,MN,2032,34,10039,2532 ADAM C POWELL BLVD,4,100421,D6,5571900,246150,20540,2,14,198,196,5600,94821,1972,1973,0,80,98,55.48540643889226
1007650035,78,7 AVENUE,MANHATTAN,10011,154.4,154.9,23,128350,128350,Multifamily Housing,1,19817240,MN,765,35,10011,78 7 AVENUE,4,128350,D7,14238000,2101500,21394,1,6,119,112,10000,118350,1940,0,0,103,207,110.93104791585509
1007750017,231,WEST   25 STREET,MANHATTAN,10001,124,123.9,76,50029,50029,Multifamily Housing,1,6203596,MN,775,17,10001,231 WEST 25 STREET,3,50029,D1,4339800,774000,9973,1,7,69,69,0,50029,1961,1985,0,101,63,86.74568750124928
1021660033,245,WADSWORTH AVENUE,MANHATTAN,10033,144.4,138,64,134934,134934,Multifamily Housing,1,19484469.6,MN,2166,33,10033,245 WADSWORTH AVENUE,3,134934,D1,4625550,701550,31175,1,6,131,131,0,134934,1927,1987,0,155,190,34.28009248966161
1012880007,5,EAST   52 STREET,MANHATTAN,10022,234.3,229.8,59,350110,366879,Office,1,85959749.7,MN,1288,7,10022,10 EAST 53 STREET,5,366879,O4,80005050,10620000,17071,1,38,30,0,366879,0,1971,2014,0,70,200,218.06930895472348
1009960046,130,WEST   44 STREET,MANHATTAN,10036,571.2,,1,79743,75421,Hotel,1,43080475.2,MN,996,46,10036,130 WEST 44 STREET,5,75421,H1,21347100,2250000,7656,1,10,1,0,3700,0,1905,2009,2009,76.25,100.42,283.0392065870248
4039307501,3-20,128 STREET,QUEENS,11356,114.3,110,64,128184,116531,Multifamily Housing,13,13319493.3,QN,3930,7501,11356,5-09 128 STREET,2,116531,R3,1601569,207861,182949,28,3,88,88,0,116531,1983,0,0,24,28,13.743716264341677
1010000007,157,WEST   47 STREET,MANHATTAN,10036,182.2,,74,106076,60619,Hotel,1,11044781.8,MN,1000,7,10036,157 WEST 47 STREET,5,60619,HB,17514900,4009500,8040,1,10,2,0,8000,0,1906,1988,2006,80,100,288.9341625562942
4067900022,158-11,JEWEL AVENUE,QUEENS,11365,374.3,375.2,6,176600,186800,Other,2,69919240,QN,6790,22,11365,158-11 JEWEL AVENUE,5,186800,O5,11333250,1188000,97375,3,6,4,0,186800,0,1964,0,0,223,104,60.67050321199144
4002550016,48-40,34 STREET,QUEENS,11101,42.5,42.5,,75e3,75e3,Other,1,3187500,QN,255,16,11101,48-40 34 STREET,8,75000,W4,9805950,666000,30000,1,3,1,0,75000,0,1970,2012,2012,150,160,130.746
4067890065,70-09,PARSONS BOULEVARD,QUEENS,11365,135.1,135.9,,54912,54912,Other,1,7418611.2,QN,6789,65,11365,70-09 PARSONS BOULEVARD,5,54912,K6,4566600,1071000,162228,1,1,22,0,54912,0,1955,2009,0,515,150,83.16215034965035
1012420024,2520,BROADWAY,MANHATTAN,10025,173.5,165.2,79,154754,191868,Hotel,1,33289098,MN,1242,24,10025,2520 BROADWAY,5,191868,H3,18333450,4500000,13525,1,12,2,0,5000,0,1916,1987,2012,76,173,95.5524110325849
1010260041,1724,BROADWAY,MANHATTAN,10019,249.2,,50,115e3,87682,Hotel,1,21850354.4,MN,1026,41,10019,1724 BROADWAY,5,87682,HB,21082500,3933000,7300,1,13,6,4,3080,5810,1904,1989,2003,77.75,105.92,240.4427362514541
1010200051,224,WEST   49 STREET,MANHATTAN,10019,220.5,219.8,72,96780,96e3,Hotel,1,21168e3,MN,1020,51,10019,224 WEST 49 STREET,5,96000,HB,14547150,5085000,6527,1,15,4,0,5000,0,1927,1987,1998,65,89,151.5328125
4002850001,31-10,48 AVENUE,QUEENS,11101,27.9,27.9,90,68150,68150,Distribution Center,1,1901385,QN,285,1,11101,31-10 48 AVENUE,6,68150,E1,2659050,780300,57800,1,1.5,1,0,68150,0,1955,0,0,199.5,279.92,39.01760821716801
1000790010,17,JOHN STREET,MANHATTAN,10038,113.5,109.2,84,112605,107243,Multifamily Housing,1,12172080.5,MN,79,10,10038,17 JOHN STREET,5,111423,HS,17116650,1570500,10060,1,15,81,16,50291,9801,1920,2015,2002,78,135,153.61864247058506
1000780001,135,WILLIAM STREET,MANHATTAN,10038,140.8,137.2,69,62462,76988,Multifamily Housing,1,10839910.4,MN,78,1,10038,135 WILLIAM STREET,4,76988,D7,6971850,850500,3718,1,16,33,30,2750,74238,1905,1990,2001,81,46,90.55761936925235
1000690032,116,JOHN STREET,MANHATTAN,10038,134,132.1,94,342310,338463,Office,1,45354042,MN,69,32,10038,116 JOHN STREET,4,338463,D7,46740150,3514500,11550,1,35,418,416,7905,330558,1931,2011,0,123,118,138.09530140665302
2033180052,2775,MORRIS AVENUE,BRONX,10468,133.3,129.3,41,52668,59077,Multifamily Housing,1,7874964.1,BX,3318,52,10468,2775 MORRIS AVENUE,3,59077,D1,650250,157950,11700,1,6,49,49,0,59077,1932,0,0,100.33,111.17,11.006821605701035
4021360033,67-70,YELLOWSTONE BLVD,QUEENS,11375,103.1,99.1,77,120666,118800,Multifamily Housing,1,12248280,QN,2136,33,11375,67-70 YELLOWSTONE BLVD,3,118800,D1,3753450,534600,35662,1,6,109,109,0,118800,1941,0,0,200,124.5,31.59469696969697
4033350008,80-15,GRENFELL STREET,QUEENS,11415,121.5,,67,108180,82091,Multifamily Housing,1,9974056.5,QN,3335,8,11415,80-15 GRENFELL STREET,3,82091,D1,3416400,868500,31405,1,6,128,128,0,82091,1930,0,0,195,140,41.617229659767816
4017040172,110-14,ASTORIA BOULEVARD,QUEENS,11369,161.8,154.8,21,89580,75201,Multifamily Housing,1,12167521.8,QN,1704,172,11369,110-14 ASTORIA BOULEVARD,3,75201,D3,1606050,221400,22740,1,7,62,62,9400,65800,1991,1997,0,240,50,21.35676387282084
4021270027,102-35,64 ROAD,QUEENS,11375,109.3,105.3,80,118800,108e3,Multifamily Housing,2,11804400,QN,2127,27,11375,102-35 64 ROAD,3,108000,D4,4067100,418950,36000,2,6,120,120,0,108000,1949,0,0,160,64,37.65833333333333
1007977501,125,WEST   21 STREET,MANHATTAN,10011,131.8,128.9,26,92813,84375,Multifamily Housing,1,11120625,MN,797,7501,10011,125 WEST 21 STREET,4,65623,RM,14969246,1066489,9472,1,13,53,52,6956,58667,2006,0,0,95,98,228.10974810660898
4045740041,162-01,POWELLS COVE BLVD,QUEENS,11357,94.1,91.8,81,165e3,15e4,Multifamily Housing,1,14115e3,QN,4574,41,11357,162-01 POWELLS COVE BLVD,3,150000,D4,3562650,721800,139515,1,6,108,108,0,150000,1956,1982,0,120,387,23.751
4045740061,162-21,POWELLS COVE BLVD,QUEENS,11357,95.7,91.1,79,165e3,15e4,Multifamily Housing,1,14355e3,QN,4574,61,11357,162-21 POWELLS COVE BLVD,3,150000,D4,3562650,729450,135042,2,6,108,108,0,150000,1956,1982,0,120,387,23.751
4045740071,162-41,POWELLS COVE BLVD,QUEENS,11357,94.1,90.9,81,165e3,15e4,Multifamily Housing,1,14115e3,QN,4574,71,11357,162-41 POWELLS COVE BLVD,3,150000,D4,3562650,711000,124392,1,6,108,108,0,150000,1956,1982,0,120,387,23.751
2027230040,1018,EAST  163 STREET,BRONX,10459,172.7,166.9,,124532,156980,Multifamily Housing,1,27110446,BX,2723,40,10459,1018 EAST 163 STREET,4,156980,D7,3064950,241200,29300,1,6,112,97,11000,145980,1909,1978,0,210,185,19.524461714868135
4001250028,46-01,39 AVENUE,QUEENS,11104,116.4,116.4,68,171325,155750,Multifamily Housing,1,18129300,QN,125,28,11104,46-01 39 AVENUE,3,155750,D4,3741300,864000,44400,1,6,158,158,0,155750,1961,0,0,300.5,156.5,24.02118780096308
4000710124,24-02,49 AVENUE,QUEENS,11101,43.3,43.2,70,656231,656241,Non-Refrigerated Warehouse,1,28415235.3,QN,71,124,11101,24-02 49 AVENUE,6,0,E1,16125300,3231900,119700,1,0,1,0,0,0,0,0,0,0,0,Inf
2032160026,243,WEST  179 STREET,BRONX,10453,132.6,129.5,50,257181,272e3,Multifamily Housing,1,36067200,BX,3216,26,10453,243 WEST 179 STREET,3,272000,D1,3856500,506250,75000,1,6,255,255,0,272000,1926,1990,0,241,268,14.178308823529411
3035120001,663,HOWARD AVENUE,BROOKLYN,11212,239.7,236.3,1,62838,75e3,Multifamily Housing,1,17977500,BK,3512,1,11212,663 HOWARD AVENUE,3,75000,D1,4231350,450000,40000,1,5,76,76,0,75000,1983,0,0,153.58,160,56.418
1020650001,1821,AMSTERDAM AVENUE,MANHATTAN,10031,231.7,225.3,4,107106,145691,Multifamily Housing,1,33756604.7,MN,2065,1,10031,1821 AMSTERDAM AVENUE,3,145691,D3,4131450,945000,44930,1,7,132,132,0,145691,1984,0,0,174,125,28.35761989415956
3032310001,761,BUSHWICK AVENUE,BROOKLYN,11221,278.1,273.8,1,43911,57257,Multifamily Housing,1,15923171.7,BK,3231,1,11221,761 BUSHWICK AVENUE,3,57257,D5,2807550,273150,18235,1,4,70,70,0,57257,1919,1981,0,63.58,55,49.03417922699408
5024400002,2795,RICHMOND AVENUE,STATEN ISLAND,10314,418,416.8,,346760,377678,Strip Mall,1,157869404,SI,2440,2,10314,2795 RICHMOND AVENUE,5,377678,K6,32742000,16928100,1106424,5,2,33,0,377678,0,1971,2005,2010,514,220,86.6928971240051
3033300032,1103,GATES AVENUE,BROOKLYN,11221,169.1,166.2,15,60153,56940,Multifamily Housing,1,9628554,BK,3330,32,11221,1103 GATES AVENUE,2,56940,C1,1320300,346500,22002,1,4,83,83,0,56940,1928,1989,0,200,80,23.187565858798735
3054380049,1753,47 STREET,BROOKLYN,11204,124,121.3,45,50479,50479,Multifamily Housing,1,6259396,BK,5438,49,11204,1753 47 STREET,3,50479,D1,1742400,276750,14000,1,6,53,53,0,50479,1937,0,0,140,79.5,34.51732403573763
3018120042,372,GATES AVENUE,BROOKLYN,11216,154.4,149.5,47,150965,218302,Multifamily Housing,1,33705828.8,BK,1812,42,11216,372 GATES AVENUE,3,218302,D1,7405650,467100,41500,1,9,214,214,0,218302,1923,1981,0,125,120,33.92387609824922
3012050028,1350,GRANT SQUARE,BROOKLYN,11216,199.2,196.1,17,53500,86e3,Multifamily Housing,1,17131200,BK,1205,28,11216,1350 GRANT SQUARE,3,86000,D3,2747250,796500,26483,1,6,79,79,0,86000,1915,1981,0,142,76,31.944767441860463
1012880056,510,MADISON AVENUE,MANHATTAN,10022,232.2,,56,343712,292663,Office,1,67956348.6,MN,1288,56,10022,510 MADISON AVENUE,5,292663,O4,123879150,7881300,15750,1,30,1,0,292663,0,2007,0,0,157.5,100,423.28258098905565
2057887501,3220,ARLINGTON AVENUE,BRONX,10463,198.5,198.5,3,65e3,121472,Multifamily Housing,1,24112192,BX,5788,7501,10463,3220 ARLINGTON AVENUE,4,74467,RM,5369015,248399,18411,1,13,35,26,20001,54466,2004,0,0,100,81,72.09925201767226
3050580044,33,CROOKE AVENUE,BROOKLYN,11226,119.9,115.4,55,76670,69700,Multifamily Housing,1,8357030,BK,5058,44,11226,33 CROOKE AVENUE,3,69700,D1,1127700,162900,15548,1,6,65,65,0,69700,1931,0,0,53,181,16.179340028694405
3050260065,50,LINCOLN ROAD,BROOKLYN,11225,131.9,127.5,25,70316,63924,Multifamily Housing,1,8431575.6,BK,5026,65,11225,50 LINCOLN ROAD,4,63924,D7,2371500,340200,11630,1,6,74,64,10654,53270,1926,2004,0,109,100,37.09874225642951
3050340006,10,MIDWOOD STREET,BROOKLYN,11225,147.4,142.2,23,59145,53768,Multifamily Housing,1,7925403.2,BK,5034,6,11225,10 MIDWOOD STREET,4,53768,D7,1676700,263700,11725,1,6,73,66,4600,49168,1927,0,0,87,105,31.183975598869218
3050260070,552,FLATBUSH AVENUE,BROOKLYN,11225,136.2,132.3,30,62834,57122,Multifamily Housing,1,7780016.4,BK,5026,70,11225,552 FLATBUSH AVENUE,4,57122,D7,2119050,311850,12600,1,6,71,65,9520,47602,1926,2004,0,115,100,37.09691537411155
3056490059,1347,51 STREET,BROOKLYN,11219,151,151.2,25,59050,58800,Multifamily Housing,1,8878800,BK,5649,59,11219,1347 51 STREET,3,58800,D1,1492650,200700,14000,1,6,63,63,0,58800,1927,0,0,140,87,25.385204081632654
3004037508,378,BALTIC STREET,BROOKLYN,11201,64.7,63.1,,53334,58350,Multifamily Housing,1,3775245,BK,403,7508,11201,378 BALTIC STREET,4,43992,RM,2853001,321308,9512,1,11,38,36,18945,25047,2007,0,0,72,46,64.85272322240408
3011677501,475,STERLING PLACE,BROOKLYN,11238,166.8,161.9,23,50018,53537,Multifamily Housing,1,8929971.6,BK,1167,7501,11238,475 STERLING PLACE,3,50017,R4,2835453,217154,22925,1,5,45,45,0,50017,2006,0,0,175,64,56.6897854729392
2048190042,3940,BRONX BOULEVARD,BRONX,10466,171.3,159.5,11,84520,84340,Multifamily Housing,1,14447442,BX,4819,42,10466,3940 BRONX BOULEVARD,3,84340,D1,2443500,143100,17640,1,7,92,92,0,84340,1960,0,0,167.75,89.75,28.97201802229073
3072960029,1970,EAST   18 STREET,BROOKLYN,11229,137.7,135.6,31,106200,106e3,Multifamily Housing,1,14596200,BK,7296,29,11229,1970 EAST 18 STREET,3,106000,D1,2469600,406800,26000,1,6,106,106,0,106000,1931,0,0,260,80,23.29811320754717
3067330029,1249,EAST   13 STREET,BROOKLYN,11230,148.9,,35,56250,56112,Multifamily Housing,1,8355076.8,BK,6733,29,11230,1249 EAST 13 STREET,3,56112,D1,1386450,198000,14729,1,6,71,71,0,56112,1931,0,0,115,100,24.70861847733105
3067710006,3620,BEDFORD AVENUE,BROOKLYN,11210,135.8,132.2,29,62250,62e3,Multifamily Housing,1,8419600,BK,6771,6,11210,3620 BEDFORD AVENUE,3,62000,D1,1253700,218250,13890,1,6,59,59,0,62000,1929,0,0,100,140,20.220967741935485
3051510033,755,OCEAN AVENUE,BROOKLYN,11226,122.3,118.6,35,126500,126342,Multifamily Housing,1,15451626.6,BK,5151,33,11226,755 OCEAN AVENUE,3,126342,D1,1922400,295200,33000,1,6,96,96,0,126342,1931,0,0,300,85,15.215842712637128
3050640082,75,LENOX ROAD,BROOKLYN,11226,182.1,174.8,14,61750,61566,Multifamily Housing,1,11211168.6,BK,5064,82,11226,75 LENOX ROAD,3,61566,D1,1548900,209250,20000,1,6,81,81,0,61566,1927,0,0,100,147,25.158366630932658
3048130011,646,RUTLAND ROAD,BROOKLYN,11203,183.2,182.8,7,57712,57652,Multifamily Housing,1,10561846.4,BK,4813,11,11203,646 RUTLAND ROAD,3,57652,D1,1748250,87750,14900,1,6,66,66,0,57652,1964,0,0,140,91,30.324186498300147
3050840024,116,LENOX ROAD,BROOKLYN,11226,149.2,143.8,31,70612,70563,Multifamily Housing,1,10527999.6,BK,5084,24,11226,116 LENOX ROAD,3,70563,D1,1804950,275400,21570,1,6,82,82,0,70563,1926,0,0,130,110,25.579269588878024
1021340199,765,RIVERSIDE DRIVE,MANHATTAN,10032,123.9,123.9,35,127060,127e3,Multifamily Housing,1,15735300,MN,2134,199,10032,765 RIVERSIDE DRIVE,3,127000,D1,2132100,454500,21180,1,6,100,100,0,127000,1932,0,0,231,134,16.788188976377953
3052400043,1122,OCEAN AVENUE,BROOKLYN,11230,129.2,126.2,45,100052,113188,Multifamily Housing,1,14623889.6,BK,5240,43,11230,1122 OCEAN AVENUE,3,113188,D1,2312550,380250,27000,2,6,96,96,16000,97188,1955,0,0,180,119,20.43105276177687
3053360082,303,BEVERLY ROAD,BROOKLYN,11218,103.6,103.3,64,191512,191476,Multifamily Housing,1,19836913.6,BK,5336,82,11218,303 BEVERLEY ROAD,3,191476,D4,2642850,259200,26800,1,11,150,150,0,191476,1956,0,0,178,122,13.802513108692473
3051840041,580,EAST   21 STREET,BROOKLYN,11226,174.2,,9,61517,61500,Multifamily Housing,1,10713300,BK,5184,41,11226,580 EAST 21 STREET,3,61500,D1,1667250,340200,15120,1,6,64,64,0,61500,1961,0,0,125,82,27.109756097560975
3053190024,100,OCEAN PARKWAY,BROOKLYN,11218,123,123.1,34,138634,138600,Multifamily Housing,1,17047800,BK,5319,24,11218,100 OCEAN PARKWAY,3,138600,D4,2282850,427050,30720,1,6,103,103,0,138600,1953,0,0,240,119.5,16.47077922077922
3038860010,224,HIGHLAND BOULEVARD,BROOKLYN,11207,135.8,133.5,23,104500,104465,Multifamily Housing,2,14186347,BK,3886,10,11207,224 HIGHLAND BOULEVARD,3,104465,D4,3967200,768600,42700,3,6,88,88,0,104465,1940,0,0,149,131.67,37.976355717225864
3049330001,1151,NEW YORK AVENUE,BROOKLYN,11203,173.3,173.3,11,51900,51840,Multifamily Housing,1,8983872,BK,4933,1,11203,1151 NEW YORK AVENUE,3,51840,D1,1035000,301950,12192,1,6,59,59,0,51840,1929,0,0,127.58,84.5,19.96527777777778
1021580079,480,AUDUBON AVENUE,MANHATTAN,10040,90.1,90.3,90,65880,55e3,Multifamily Housing,1,4955500,MN,2158,79,10040,480 AUDUBON AVENUE,2,55000,C1,1192500,159750,12470,1,5,63,63,0,55000,1924,1987,0,122,90,21.681818181818183
2024780024,1112,GERARD AVENUE,BRONX,10452,135.7,136.1,29,55e3,55e3,Multifamily Housing,1,7463500,BX,2478,24,10452,1112 GERARD AVENUE,2,55000,C1,1090800,60300,15000,1,5,60,60,0,55000,1925,0,0,150,100,19.832727272727272
2024780018,1098,GERARD AVENUE,BRONX,10452,143.2,142.8,40,55e3,55e3,Multifamily Housing,1,7876e3,BX,2478,18,10452,1098 GERARD AVENUE,2,55000,C1,948600,60300,15000,1,5,60,60,0,55000,1925,0,0,150,100,17.247272727272726
2028440105,1459,WYTHE PLACE,BRONX,10452,100.5,100.1,88,76e3,76e3,Multifamily Housing,1,7638e3,BX,2844,105,10452,1459 WYTHE PLACE,3,76000,D1,1239300,70200,17500,1,6,73,73,0,76000,1929,0,0,175,87,16.306578947368422
2031440045,2162,VALENTINE AVENUE,BRONX,10457,133.7,133.7,54,67104,67104,Multifamily Housing,1,8971804.8,BX,3144,45,10457,2162 VALENTINE AVENUE,2,67104,C7,1054800,90000,13464,1,6,67,60,8400,58704,1922,0,0,120,102,15.718884120171674
2032240020,114,WEST  183 STREET,BRONX,10453,76.5,,96,103366,88596,Multifamily Housing,1,6777594,BX,3224,20,10453,114 WEST 183 STREET,3,88596,D1,948150,129150,17967,1,6,67,67,0,88596,1937,0,0,138,107,10.70195042665583
2028440095,1475,WYTHE PLACE,BRONX,10452,83.2,73.8,95,88214,75594,Multifamily Housing,1,6289420.8,BX,2844,95,10452,1475 WYTHE PLACE,3,75594,D1,864000,70200,17500,1,6,73,73,0,75594,1929,0,0,175,87,11.429478530042067
2025150009,1192,NELSON AVENUE,BRONX,10452,145.6,141.5,31,75833,7e4,Multifamily Housing,1,10192e3,BX,2515,9,10452,1192 NELSON AVENUE,2,70000,C1,849150,82350,20483,1,6,74,74,0,70000,1928,0,0,120,154,12.130714285714285
3021340150,1,DIVISION AVENUE,BROOKLYN,11249,65.7,64.3,46,70665,70665,Non-Refrigerated Warehouse,1,4642690.5,BK,2134,150,11249,1 DIVISION AVENUE,6,70665,F5,2143350,522450,68690,1,3,1,0,70665,0,1946,0,0,194,99.58,30.331139885374654
2028770216,1500,POPHAM AVENUE,BRONX,10453,92.4,80.1,86,72800,62400,Multifamily Housing,1,5765760,BX,2877,216,10453,1500 POPHAM AVENUE,3,62400,D1,708750,299250,13300,1,6,61,61,0,62400,1928,1986,0,133,87,11.358173076923077
2028650166,1630,GRAND AVENUE,BRONX,10453,68.7,,99,7e4,6e4,Multifamily Housing,1,4122e3,BX,2865,166,10453,1630 GRAND AVENUE,3,60000,D1,1084050,61650,15400,1,6,67,67,0,60000,1941,0,0,195,84,18.0675
2031830058,2325,MORRIS AVENUE,BRONX,10468,134.6,129,30,61600,52800,Multifamily Housing,1,7106880,BX,3183,58,10468,2325 MORRIS AVENUE,3,52800,D1,820800,49500,10550,1,6,48,48,0,52800,1939,0,0,100,88,15.545454545454545
2028230036,1684,GRAND CONCOURSE,BRONX,10457,174.3,,19,72116,65560,Multifamily Housing,1,11427108,BX,2823,36,10457,1684 GRAND CONCOURSE,2,65560,C1,1307700,76500,19000,1,5,79,79,0,65560,1923,0,0,146,136,19.946613788895668
2028000019,1815,MONROE AVENUE,BRONX,10457,139.8,141.1,28,69832,63600,Multifamily Housing,1,8891280,BX,2800,19,10457,1815 MONROE AVENUE,3,63600,D1,1040400,112500,14725,1,6,67,67,0,63600,1936,1986,0,155,85,16.358490566037737
2028010013,1860,GRAND CONCOURSE,BRONX,10457,105,88.6,85,71820,61560,Multifamily Housing,1,6463800,BX,2801,13,10457,1860 GRAND CONCOURSE,3,61560,D1,957600,119250,13240,1,6,52,52,2800,58760,1953,0,0,125,102,15.555555555555555
2028690070,1878,HARRISON AVENUE,BRONX,10453,134.9,,47,7e4,6e4,Multifamily Housing,1,8094e3,BX,2869,70,10453,1878 HARRISON AVENUE,3,60000,D1,773550,72000,15726,1,6,60,60,0,60000,1925,0,0,206.83,51.83,12.8925
2028140025,1930,ANTHONY AVENUE,BRONX,10457,115.3,111.9,65,77e3,66e3,Multifamily Housing,1,7609800,BX,2814,25,10457,1930 ANTHONY AVENUE,3,66000,D1,822600,141750,12600,1,6,60,60,0,66000,1927,0,0,100,109,12.463636363636363
2028510036,35,EAST  176 STREET,BRONX,10453,97.5,84.1,84,79786,68388,Multifamily Housing,1,6667830,BX,2851,36,10453,35 EAST 176 STREET,4,68388,D7,824400,140850,15625,1,6,60,58,1000,67388,1931,0,0,125,108,12.054746446745042
2024590001,840,GRAND CONCOURSE,BRONX,10451,146.6,143.3,55,241850,207300,Multifamily Housing,1,30390180,BX,2459,1,10451,840 GRAND CONCOURSE,2,207300,C7,2875500,401400,64919,1,6,182,172,13000,194300,1927,1978,0,218.83,218.83,13.871201157742401
