SourceEUI,YearAlter1,LandUse,BBL,logkBTU,DOF_Property_Area,BldgClass,AssessTot,AssessLand,BldgArea,LotArea,NumBldgs,NumFloors,UnitsTotal,UnitsRes,ComArea,ResArea,YearBuilt,BldgFront,BldgDepth,AreaUnitPrice
94.6,0,3,,15.6394628976812,65500,D1,1884150,535500,65500,17500,1,6,66,66,0,65500,1940,165,79.5,28.76564885496183
100.3,0,4,,15.6602296142096,63074,D7,2866050,334350,63074,17500,1,6,60,55,7e3,56074,1950,170,79,45.439483780955705
131.4,0,3,,15.833760850137,57269,R4,1504808,251566,48104,1e4,1,11,73,73,0,48104,1960,,,31.28238815898886
84.4,0,3,,15.469327395534,61930,D1,2441700,648e3,61930,17500,1,6,67,67,0,61930,1939,100,100,39.42677216211852
88.6,0,3,,15.6796030917958,72800,D1,2687400,742500,72800,20400,1,6,65,65,0,72800,1936,100,120,36.91483516483517
98.4,0,3,,15.8823415194633,80282,D4,2327850,381600,80282,2e4,1,7,84,72,17160,63122,1949,143.33,120,28.995914401733888
97.9,0,3,,15.991511498848901,9e4,D1,3968100,945e3,9e4,21650,1,6,76,76,0,9e4,1939,190,80,44.09
137.2,0,3,,16.2078910888513,79734,D4,2413800,434700,79734,22800,1,6,72,72,0,79734,1957,255,70,30.27315825118519
93.3,0,3,,16.5265313425113,161250,D4,4627800,832500,161250,47500,1,6,200,200,0,161250,1951,453,72.83,28.69953488372093
104.5,0,3,,16.2732065838807,111750,D4,3272850,562500,111750,32500,1,6,98,98,0,111750,1952,297,95,29.28724832214765
104,0,3,,15.8929601169633,76770,D4,2631150,346500,76770,2e4,1,6,62,57,12e3,64770,1966,188.42,75.92,34.273153575615474
112.8,0,3,,17.0074224206796,215735,D4,6085350,697500,215735,4e4,1,10,188,188,0,215735,1956,350,150,28.207523118640925
111.9,0,3,,16.5787624776039,141656,D4,4217400,434250,141656,25e3,1,10,133,133,0,141656,1957,240,71,29.772124018749647
129.2,0,3,,15.7581009168949,54e3,D4,1828800,280800,54e3,15e3,1,6,71,71,0,54e3,1961,145,95,33.86666666666667
101.7,0,3,,15.7685448981701,69322,D1,2268900,374400,69322,2e4,1,6,67,67,4500,64822,1958,183,63,32.72986930555956
94.5,0,3,,15.5589984785186,60500,D4,1775700,279900,60500,15e3,1,6,56,53,6500,54e3,1948,145,82,29.350413223140496
122.2,0,3,,16.3639784389976,104644,D1,3564450,760500,104644,29e3,2,6,108,108,9e3,95644,1951,290,68,34.06263139788234
105.5,0,3,,15.9325286132842,78733,D4,2200050,400950,78733,2e4,1,6,68,68,6e3,72733,1955,190,79,27.943175034610647
96.5,0,3,,16.3188835668226,126670,D4,4275900,643500,126670,35e3,2,6,121,121,0,126670,1940,350,60,33.75621694165943
85.8,0,3,,17.622972528065,524895,D4,13798800,2992500,524895,66330,1,31,410,405,46e3,478895,1965,213.75,34,26.28868630869031
108.9,0,3,,16.8583334093516,192510,D4,4994100,778500,192510,36167,1,9,166,166,0,192510,1951,250,212,25.942028985507246
80.9,0,3,,16.2245930201532,137500,D1,5414400,1521e3,137500,35e3,1,6,118,118,0,137500,1939,190,158,39.37745454545455
93.6,0,3,,15.606168620867,64032,D1,2465550,765e3,64032,27e3,1,6,63,63,0,64032,1940,175,60,38.50496626686657
103.9,0,3,,15.7101141343484,64003,D4,1816200,576e3,64003,31370,1,6,61,60,2725,61278,1940,77,165,28.37679483774198
102.6,0,3,,15.6360329788482,60186,D1,2345400,99e4,60186,31700,1,6,60,60,0,60186,1941,163.83,75,38.9691954939687
151.6,0,3,,16.5856242197674,105280,D4,4537800,576e3,105280,27500,1,12,88,87,18498,86782,1969,200,125,43.10220364741642
105.1,0,3,,15.8801556704014,75e3,D1,3327750,1138500,75e3,36500,1,6,73,73,0,75e3,1941,178,170,44.37
164.3,0,3,,16.8184252659711,122606,D4,3595950,1098e3,122606,62600,1,7,174,174,0,122606,1950,265,218,29.32931504167822
102.3,0,3,,16.3478493073121,123e3,D4,3610350,1120500,123e3,62244,1,6,108,108,0,123e3,1941,200,100,29.352439024390243
161.8,0,3,,16.8030922455522,122606,D4,4023000,1192500,122606,68300,1,7,179,179,0,122606,1951,265.5,218,32.81242353555291
140.8,0,3,,17.3279040669329,238128,D4,5406750,2034e3,238128,113664,2,6,221,221,0,238128,1956,277,89,22.705225760935296
126.6,0,4,,17.8984220712498,468546,RM,19721254,1882804,441890,42680,2,27,232,219,192907,248983,1991,,,44.629328565932695
139.7,0,3,,15.9420136873524,60025,D1,2126250,402750,60025,20870,1,7,92,92,6500,53525,1951,171.75,85,35.42274052478134
114.2,0,3,,16.6242524687917,145263,D4,3745350,729e3,145263,40629,1,6,126,114,20440,124823,1940,195.5,167.17,25.783234546994073
141.7,0,3,,16.2334437244992,79200,D4,1920150,522e3,79200,39350,1,6,72,72,0,79200,1941,157,103,24.244318181818183
123.1,0,3,,16.6467007981016,137820,D4,4094100,994500,137820,52200,1,6,114,114,25400,112420,1940,195.5,167,29.706138441445365
122.6,0,3,,15.6794364443188,52602,D4,1765350,266400,52602,15300,1,6,57,57,0,52602,1940,71,149,33.56051100718604
128.9,0,3,,16.2993916820805,93e3,D4,3172500,729e3,93e3,47058,1,6,84,84,0,93e3,1940,118.5,198.5,34.11290322580645
138.3,0,3,,16.3697800108061,93e3,D4,3172500,742500,93e3,47e3,1,6,84,84,0,93e3,1940,118.5,198.5,34.11290322580645
119.7,0,3,,16.4156971131905,112500,D4,2865600,936e3,112500,52749,1,6,85,85,0,112500,1940,231,110,25.472
173.7,0,5,,18.3168520244955,518929,O3,21642300,4941e3,518929,78500,1,16,136,0,518929,0,1983,200,87,41.705705404785625
129.5,0,2,,17.2095154690449,23e4,C1,11499300,1876500,23e4,95195,10,5,390,390,0,23e4,1924,88,82,49.99695652173913
160.8,0,2,,16.9151703208842,138e3,C1,6899850,1129500,138e3,57155,6,5,234,234,0,138e3,1924,88,82,49.99891304347826
90.8,0,3,,15.5595492909809,63e3,D1,2677950,296100,63e3,15e3,1,6,67,66,0,63e3,1941,150,90,42.50714285714286
39.2,0,3,,14.6637519730637,59580,D4,2007900,283950,59580,14500,1,6,62,62,0,59580,1961,80,129,33.700906344410875
219.4,0,2,,17.7367311357465,23e4,C1,9432450,1975500,23e4,99837,10,5,390,390,0,23e4,1924,88,82,41.010652173913044
26.6,0,6,,14.9123039267334,112577,F2,4168350,1087200,112577,96625,4,2,1,0,112577,0,1939,380,253,37.02665731010775
32.2,0,4,,15.4388296790795,157450,RM,8690400,1575e3,157430,59400,1,8,123,122,24900,132530,1998,,,55.20167693578098
228.1,0,3,,18.9191101503139,721672,D4,14106600,54e5,721672,285640,6,18,706,706,0,721672,1964,35,130,19.54710727311022
228.1,1991,5,,16.5119266781681,65e3,K6,2842650,652500,65e3,68103,3,2,1,0,65e3,0,1966,240,155,43.73307692307692
85.2,0,3,,16.8300149279999,239190,D3,4519350,1764e3,239190,95264,3,9,233,233,0,239190,1970,200,51,18.894393578326852
228.1,0,3,,18.007420331253,29e4,D4,5404050,115200,29e4,5900,3,18,282,282,0,29e4,1964,35,130,18.634655172413794
141.2,0,3,,15.9183756145877,58e3,D9,2854800,353250,58e3,18e3,1,6,78,78,0,58e3,1982,35,30,49.220689655172414
31.5,2001,6,,14.4386643667037,59200,E1,1471950,233550,59200,32e3,1,2,1,0,59200,0,1952,124,120,24.86402027027027
180.8,0,3,,16.0716579176524,52800,D1,1426500,196200,52800,12500,1,6,60,60,0,52800,1930,118,84,27.017045454545453
103.8,0,3,,17.4279570314936,357e3,D4,6575400,2812050,357e3,142969,3,6,372,372,0,357e3,1956,253,103,18.41848739495798
90.8,0,3,,16.0717073599807,105140,D4,2146050,449550,105140,38520,1,5,78,78,0,105140,1955,253,100,20.41135628685562
138.8,0,3,,15.9759558837972,62500,D3,2934000,585e3,62500,42300,1,4,112,112,0,62500,1973,63.33,199.33,46.944
217.3,1966,6,,16.2155910414497,50732,E1,1354500,585e3,50732,58800,1,1,1,0,50732,0,1959,223,218,26.699124812741466
96.3,0,3,,16.07922309879,99883,D1,3060450,477e3,99883,29176,1,6,106,106,0,99883,1964,225,80,30.640349208574033
106.3,0,3,,15.799978013354,68440,D1,2475900,298350,68440,17351,1,6,77,77,0,68440,1963,187,87,36.176212741087085
161.2,0,3,,16.1647883789503,65e3,D1,2038950,280350,65e3,18e3,1,6,76,76,0,65e3,1960,197,55,31.36846153846154
176.1,0,3,,16.390947801694,74600,D1,2313000,477e3,74600,27125,1,6,88,88,0,74600,1960,211,140,31.005361930294907
139.3,0,3,,15.7828748130111,51341,R4,1543489,239822,35567,13e3,1,6,62,62,0,35567,1962,,,43.39665982511879
119.9,1984,6,,15.8916152886774,66500,F1,2095200,258750,66500,42010,1,1,1,0,66500,0,1957,210,160,31.506766917293234
226.1,1969,6,,16.8117352102799,88500,F4,2826000,904500,88500,190387,1,1,1,0,88500,0,1930,158,104,31.93220338983051
30.9,0,6,,15.3072130336091,143840,F4,2535750,611550,143840,90723,1,4,3,0,143840,0,1931,430.14,206.59,17.628962736373747
180,0,6,,17.0423545524817,14e4,E1,4511250,2023650,14e4,224865,1,1,1,0,14e4,0,1954,566,226,32.223214285714285
192.9,1997,6,,16.1402191124459,53e3,E3,1526850,319950,53e3,55900,1,1.5,1,0,53e3,0,1967,290,230,28.808490566037737
101.7,1979,6,,16.7855107685114,191661,E1,4935600,1097550,191661,198e3,1,2,2,0,191661,0,1957,380,140,25.75171787687636
28.9,0,6,,14.2716307568514,54600,E1,1786500,558450,54600,62071,1,1,1,0,54600,0,1963,250,200,32.71978021978022
53.6,0,6,,15.3147496021003,83550,E1,2650950,751950,83550,83550,1,1,1,0,83550,0,1963,240,222,31.72890484739677
153.7,1989,6,,16.4179333188986,87810,E1,2699100,499500,87810,9e4,1,2,1,0,87810,0,1963,229,246,30.737956952511105
229,1989,6,,16.3920440974126,57430,E1,1781550,386100,57430,68e3,1,1,1,0,57430,0,1963,245,210,31.021243252655406
85.1,1991,6,,15.4291197584672,59e3,E1,1298250,358200,59e3,57125,1,1.5,1,0,59e3,0,1972,84,250,22.00423728813559
475.8,1995,6,,18.5840058706858,247461,F1,4432050,1422450,247461,18e4,2,3,4,0,247461,0,1925,125,550,17.91009492404864
64.3,1975,6,,15.3590308654284,72800,F9,2087100,675e3,72800,114e3,1,1,1,0,72800,0,1914,428,173,28.668956043956044
31.3,0,6,,15.3620086706245,15e4,F1,3037950,394650,15e4,58951,1,3,1,0,15e4,0,1954,125,400,20.253
292.1,0,6,,16.527015650716,51530,E3,1078650,390600,51530,55600,1,1,1,0,51530,0,1950,320.5,180,20.932466524354744
2.8,0,6,,12.3068225486303,79e3,E1,1667700,579150,79e3,81200,1,1,1,0,79e3,0,1950,112.78,347.9,21.110126582278482
99.3,0,6,,16.5873052150177,161e3,E3,7211700,992250,161e3,186090,1,2,1,0,161e3,0,1950,190,352,44.793167701863354
23.9,0,6,,14.8178321863141,114e3,F1,2336400,534600,114e3,148e3,9,2,1,0,114e3,0,1930,100,590,20.49473684210526
94.5,0,6,,16.5743489258986,167e3,F1,3393000,643500,167e3,113800,2,2,13,0,167e3,0,1935,185,430,20.317365269461078
65.4,2001,6,,15.8875743256771,121425,E1,2265300,472500,121425,62800,2,3,1,0,121425,0,1935,100,400,18.655960469425573
78.5,0,6,,15.7373710323432,87053,E1,2813850,396900,87053,80700,1,3,1,0,87053,0,1935,164,208,32.32341217419273
63.5,0,6,,15.2319509275272,64920,E1,2038050,553500,64920,7e4,1,1,1,0,64920,0,1963,95,520,31.39325323475046
137.9,1995,6,,16.4394542497695,1e5,F1,1799100,364050,1e5,59650,1,2,1,0,1e5,0,1945,105,455,17.991
723.5,1990,6,,18.8003710165782,202050,F4,5848200,2371950,202050,316200,2,2,1,0,202050,0,1959,355,550,28.94432071269488
373.8,0,6,,16.9357710670789,60600,E1,1849950,526500,60600,85250,2,1,1,0,60600,0,1964,339.5,215.68,30.527227722772277
48.3,1995,6,,16.0586990872697,195100,F4,3224250,392400,195100,65e3,1,3,1,0,195100,0,1967,211,349,16.52614044079959
19.9,1993,6,,14.919060635662,151500,E1,2737350,457200,151500,50800,1,3,1,0,151500,0,1953,240,273,18.06831683168317
274.7,0,8,,16.71646270671,66223,I6,3567600,585e3,66223,31317,1,6,0,0,66223,0,1972,118,101,53.872521631457346
27.9,1995,6,,14.4848772098588,7e4,F9,1275750,472500,7e4,35e3,1,3,2,0,7e4,0,1927,96,241,18.225
138.7,0,3,,15.8273845957665,53910,D4,1392750,137700,53910,15624,1,6,69,69,0,53910,1959,75.92,177.83,25.8347245409015
132.5,0,3,,16.3422179231689,94432,D4,2901150,203850,94432,23100,1,6,96,96,0,94432,1963,186,63,30.722106912910878
143.8,0,3,,15.9334442782498,57816,D4,3056850,136350,57816,15400,1,6,68,68,0,57816,1964,137,62,52.87204234122042
94.2,0,3,,15.7755582423108,75368,D4,2551050,256500,75368,21800,1,6,76,76,0,75368,1962,169,83.5,33.847919541449954
105.4,0,3,,17.2444986878719,292651,D1,9085050,1503e3,292651,193595,3,6,384,384,0,292651,1952,90,172,31.04397388015076
123,0,3,,17.4852091039746,319025,D1,9207000,1687500,319025,196220,3,6,408,408,0,319025,1952,89,169,28.859807225139097
208.6,0,8,,16.1940763784106,51723,I7,3005100,209700,51723,9700,1,8,1,0,51723,0,1974,66.5,105.67,58.09987819732034
202.6,0,4,,16.448738070025,68700,D7,1759950,234900,68700,21935,2,6,65,60,6500,62200,1948,156,94,25.617903930131003
77.3,0,3,,15.8426590951866,98220,D4,2947500,282150,98220,26361,1,6,108,108,0,98220,1939,213,104,30.00916310323763
96.6,0,2,,15.4574173643098,53468,C6,1876500,214650,53468,21868,1,4,73,73,0,53468,1927,202,93,35.09575821051844
110,0,3,,16.221175568027,100780,D1,3646350,341100,100780,29019,1,7,101,100,700,100080,1941,260,84.67,36.18128596943838
102.6,0,3,,16.1567191088671,101304,D1,3927150,355950,101304,30300,1,7,107,107,0,101304,1941,272.33,91.25,38.76599147121535
128,0,4,,15.7125665408021,52080,D7,2255850,150750,52080,14e3,1,6,54,53,965,51115,1939,140,90,43.31509216589862
118.3,0,4,,15.8543658195285,64935,D7,2330100,172800,64935,16e3,1,6,65,61,3996,60939,1939,160,90,35.88357588357589
113.5,0,2,,15.6019700068649,52584,C6,2135700,227250,52584,21106,1,4,68,68,0,52584,1920,200,94,40.615015974440894
91.8,0,3,,15.6606911661121,68946,D1,1574550,201150,68946,18600,1,6,60,60,0,68946,1936,169,80,22.837437994952573
101.1,0,3,,15.9548964666103,84018,D4,2197350,220950,84018,20500,1,6,88,88,0,84018,1930,193,93,26.153324287652644
111.6,0,3,,15.7562416043047,62400,D1,2365200,337500,62400,15e3,1,6,60,60,0,62400,1939,140,90,37.90384615384615
126.3,0,4,,15.879980583714,62400,D7,2533950,162e3,62400,14e3,1,6,60,58,2188,60212,1941,90,140,40.60817307692308
97.9,0,3,,15.8308601054652,76643,D1,2373750,226800,76643,21e3,1,6,66,66,0,76643,1940,210.08,78.67,30.971517294469162
130.3,0,3,,16.8588003505785,160968,D4,4324500,415350,160968,42435,2,6,178,178,0,160968,1942,149.5,78.5,26.865588191441777
99.6,0,3,,16.4643782369243,141948,D4,4953150,427500,141948,43917,1,6,121,121,0,141948,1952,156,90,34.89411615521177
126.1,0,3,,15.9789370265503,69e3,D4,1868400,194850,69e3,19990,1,6,75,75,0,69e3,1954,200,68,27.078260869565216
157.4,0,3,,16.1001108903408,62400,D1,1795050,150750,62400,14e3,1,6,62,62,0,62400,1937,140,90,28.766826923076923
116,0,4,,16.3291523699246,106464,D6,3062700,283050,106464,24e3,1,6,102,100,1686,104778,1941,240,90,28.767470694319208
86.6,0,3,,15.6175503365999,7e4,D4,2195550,123750,7e4,14e3,1,6,61,61,0,7e4,1941,140,90,31.365
117,0,3,,16.3346881911796,106140,D4,3192300,300150,106140,30800,1,6,104,104,0,106140,1952,272,80,30.076314301865462
198.2,0,3,,16.4045265610328,67188,D1,1617750,229050,67188,19430,1,6,66,66,0,67188,1939,180,80,24.07796035006251
99.7,0,3,,16.3553041771478,127152,D1,4337550,392850,127152,36570,1,6,150,150,0,127152,1950,380,75,34.1131087202718
127.3,0,3,,15.8486463467676,6e4,D1,1394100,165150,6e4,14e3,1,6,61,61,0,6e4,1940,128,98,23.235
76.1,0,3,,15.4474767913789,67200,D4,1754550,172350,67200,16e3,1,6,66,66,0,67200,1939,152,85.58,26.109375
101.9,0,3,,16.1835910453966,104778,D1,2902500,255150,104778,26e3,1,6,98,98,0,104778,1941,240,90,27.701425871843327
109.3,0,3,,15.6553742418665,57600,D4,1420200,156600,57600,16e3,1,6,60,60,0,57600,1939,140,79,24.65625
103.1,0,3,,15.9050744949013,78384,D1,1498950,176400,78384,2e4,1,6,66,66,0,78384,1939,182,88,19.123162890385792
115.5,1999,4,,15.8838011583466,68496,D7,2189700,188100,68496,16e3,1,6,67,66,1296,67200,1938,157,87,31.968290119131044
109.4,0,3,,15.7167499464445,61190,D4,2402100,199350,61190,18600,1,6,69,68,808,60382,1960,185,70,39.25641444680503
93.8,0,3,,15.3689113100716,50400,D1,1497600,163350,50400,14e3,1,6,56,56,0,50400,1952,140,64,29.714285714285715
141.9,0,3,,16.016952529578,63693,R4,1524152,139506,64531,18e3,1,6,67,67,0,64531,1941,,,23.61891184082069
91,0,3,,15.5129593477211,6e4,D4,1465200,123300,6e4,14e3,1,6,60,60,0,6e4,1939,140,88,24.42
93.8,0,3,,15.6222607034429,64932,D1,1431450,158850,64932,18e3,1,6,65,65,0,64932,1941,163,79,22.045370541489557
99.7,0,3,,15.6629117136048,63624,D1,1402650,141300,63624,16e3,1,6,65,65,0,63624,1940,150,81.5,22.04592606563561
129.1,0,3,,16.6468626179643,131436,D4,4621500,300150,131436,38500,1,6,149,149,0,131436,1959,390,95,35.1615995617639
95.2,0,3,,15.7731911626185,74400,D4,1761300,178650,74400,20382,1,6,66,66,0,74400,1947,144.5,101,23.673387096774192
148.4,0,3,,15.9941805928223,59532,D1,1913400,268200,59532,30574,2,6,72,72,0,59532,1953,120,111.5,32.14069744003225
122.5,0,3,,16.8752204141092,174052,R4,7138359,951749,129932,42293,1,6,146,146,0,129932,1963,80,240,54.93919126927931
65.9,0,3,,15.0311057696914,51173,D3,2858400,477e3,51173,13074,1,6,50,50,12305,38868,2008,153.5,55.08,55.85758114630762
126.2,0,3,,15.7991457967911,57600,D1,3049200,277650,57600,14278,1,6,66,66,0,57600,1998,160,60,52.9375
121.9,0,4,,15.9926099759965,72360,D7,2537100,478800,72360,21272,1,6,97,92,2200,70160,1956,151,147,35.06218905472637
152.1,0,3,,16.2332456231436,73770,D1,2613600,222300,73770,20746,1,6,101,101,0,73770,1960,115,120,35.429036193574625
132.1,0,3,,16.7989987679704,149558,R4,4041888,507184,125589,52500,3,6,164,164,0,125589,1952,,,32.18345555741347
120.6,0,3,,15.6618664452554,52543,D4,1269450,155250,52543,16e3,1,6,61,61,0,52543,1956,160,69,24.160211636183696
121.8,0,3,,15.7636582019598,57600,D4,2282400,138600,57600,15926,1,6,66,66,0,57600,1956,172,70,39.625
125,0,3,,16.3118515853779,97104,D4,3423150,310050,97104,31898,1,6,112,112,0,97104,1963,256,71,35.25240978744439
117.1,0,3,,16.4174532978476,115200,D4,2957400,293400,115200,33457,1,6,126,126,0,115200,1962,205,180,25.671875
19.1,0,3,,13.9760904687798,61476,D4,2108250,175500,61476,2e4,1,6,60,60,0,61476,1951,180,68,34.29387077884052
130.1,0,3,,15.8295812322024,57600,D1,3173400,277200,57600,22003,1,6,66,66,0,57600,1998,160,60,55.09375
132.6,0,3,,17.4125795615709,275197,D3,9574650,598500,275197,61500,1,13,286,286,0,275197,1959,334,65,34.79198537774758
118.6,0,3,,15.6786987562346,54336,D4,1665900,123750,54336,14133,1,6,62,62,0,54336,1958,131,73,30.65923144876325
143.4,0,3,,17.0535462153451,177710,D3,5791950,558e3,177710,49600,1,13,181,181,0,177710,1960,210,65,32.59214450509257
135.4,0,3,,16.3191260998833,90300,D4,3333150,228150,90300,26e3,1,6,113,113,0,90300,1950,258.67,75,36.911960132890364
111,0,3,,15.9398009355448,75378,D4,2091600,196200,75378,2e4,1,6,73,73,0,75378,1939,188,90,27.748149327389953
98.5,0,4,,15.8467986077559,77400,RM,3049209,387001,78772,2e4,1,6,83,66,26362,52410,1939,,,38.70930025897527
125,0,3,,16.4616853553484,112800,D1,4953600,300150,112800,30700,1,6,130,130,0,112800,1962,215.83,187.75,43.91489361702128
139.7,0,3,,16.5869536241908,114400,D4,3179700,310500,114400,32e3,1,8,135,135,0,114400,1953,320,64,27.79458041958042
133.8,0,3,,16.2600288691897,86136,D4,3240000,241650,86136,24956,1,7,98,98,3600,82536,1955,276,63,37.61493452215102
162.1,0,3,,16.4479877142177,85800,D4,2537100,253350,85800,26e3,1,6,112,112,0,85800,1955,260,63,29.56993006993007
127.9,0,3,,16.4521850508777,109200,D1,2700900,328950,109200,33840,1,6,112,112,0,109200,1961,239,100,24.733516483516482
131.8,0,3,,16.327686595166,93564,D4,2485350,276300,93564,28400,1,6,100,100,0,93564,1959,190,95,26.56310119276645
165.1,0,3,,16.9918124879639,145112,D4,3433950,270900,145112,31031,1,8,128,128,0,145112,1948,134.25,196,23.664135288604665
143.7,0,4,,16.7637623905369,132725,D7,3665250,364500,132724,41600,2,6,128,120,0,132724,1954,305,88,27.61557819233899
93.5,0,3,,15.8520944408145,81972,D4,1976400,188550,81972,21388,1,6,86,86,0,81972,1939,159,130,24.110671936758894
90.7,0,3,,16.3757067137627,142650,D4,3988800,330300,142650,37400,1,6,130,130,0,142650,1941,275,115,27.962145110410095
163.6,0,3,,16.1299888061767,61856,D4,1384200,166050,61856,19045,1,8,80,80,0,61856,1947,142,63.5,22.377780651836524
112.7,0,3,,16.1839270515919,94769,D4,3113550,227700,94769,26e3,1,6,101,101,0,94769,1955,250,80,32.854097859004526
43.5,0,3,,14.8497208495083,64664,R4,2511006,232197,65687,22500,1,6,67,67,1370,64317,1941,,,38.226833315572335
110,0,3,,16.529092099624,137120,D4,3609900,385650,137120,43963,1,6,156,156,0,137120,1950,140.33,249.75,26.326575262543756
131.1,0,3,,15.8985488984012,61242,D1,2487150,167850,61242,17200,1,6,62,62,0,61242,1954,120,140,40.611835015185655
140.4,0,3,,16.1193714767464,71316,R4,3174288,269996,56870,17800,1,6,64,64,0,56870,1941,,,55.81656409354669
125.9,0,3,,16.0046546873483,70910,D3,2931750,385200,70910,17116,1,7,61,61,0,70910,1949,84,153,41.3446622479199
80.1,0,3,,15.4106535024628,61536,D1,1269000,161550,61536,16483,1,6,60,59,1e3,60536,1940,160,85,20.62207488299532
93.4,0,3,,15.8775327091816,84174,D1,3192300,214200,84174,22005,1,6,80,80,0,84174,1957,217,93,37.92501247416067
65.8,0,3,,15.8606432236438,117480,D4,3215250,311400,117480,35600,1,6,110,110,0,117480,1950,266,88.33,27.368488253319715
100.9,0,4,,16.5739886861317,156351,RM,5161149,315448,132396,28930,2,6,106,98,29670,102726,1991,,,38.9826656394453
148,0,3,,19.3674455251211,1741458,D3,64955700,8773200,1741458,259946,3,20,1327,1327,225e3,1516458,1960,521,260,37.29960757020841
170.3,0,3,,16.352660363795,74243,D4,2908350,233100,74243,23965,1,6,89,89,0,74243,1966,187.25,92.42,39.17339008391364
139.7,0,3,,15.9028562791507,57720,D4,2084850,134550,57720,13787,1,6,66,66,0,57720,1957,138,85,36.12006237006237
135.8,0,3,,16.3316643897035,91170,D4,2844000,243e3,91170,24940,1,6,107,107,0,91170,1954,250,130,31.19447186574531
214.5,0,3,,16.7774401284052,90141,D4,3109050,306900,90141,31263,1,6,122,113,3291,86850,1920,238,76,34.49096415615536
276.3,0,3,,16.7777377529609,7e4,D4,2252700,216900,7e4,22125,1,6,66,66,0,7e4,1931,184,105,32.18142857142857
74,0,3,,16.3736304940797,174480,D1,7953300,823500,174480,70315,10,6,228,228,0,174480,1929,35,84,45.582874828060525
111.8,1996,5,,16.0041657673678,79814,K2,12198150,5085e3,79814,41946,1,2,8,0,79814,0,1978,400,100,152.83220988798956
331.6,1998,5,,16.8388190872884,62e3,K2,7774200,5265e3,62e3,26e3,1,2,52,0,62e3,0,1941,160,100,125.39032258064516
159.2,0,3,,18.3333295274056,575600,D4,19313100,4615200,575600,102560,3,24,566,563,19600,556e3,1965,200,114,33.55298818624045
215.7,0,8,,16.4979109985562,67780,M1,8224200,2043e3,67780,36138,1,4,0,0,67780,0,1953,100,286,121.33667748598407
141.4,0,4,,17.1254727311704,193664,RM,8153101,692552,36482,3079,1,18,166,162,19147,17335,1965,,,223.48284085302342
128.3,0,3,,16.2056597709907,85075,D4,2766150,616500,85075,31250,1,6,96,95,525,84550,1932,211,76,32.51425213047311
179.2,1970,3,,16.0886618968979,54185,D4,1756800,508500,54185,18200,1,3,54,50,8500,45685,1930,80,35,32.42225708221832
293.4,1969,5,,17.2740310798982,108282,O1,14861700,315e4,108282,31551,1,9,12,0,108282,0,1930,100,65,137.2499584418463
116,0,3,,15.9667610023905,74100,D4,2337750,282600,74100,16069,1,6,71,69,6900,67200,1939,136,94,31.548582995951417
239.3,0,4,,17.350881050056,143367,RM,9741600,960749,140719,27425,1,21,96,95,31616,109103,2005,,,69.2273253789467
125.4,0,4,,16.208671642155,87305,D6,5163750,774e3,87305,10803,1,12,125,121,3e3,84305,1959,103,65,59.14609701620755
137.4,0,3,,15.9423448593271,61050,D1,2797650,607500,61050,14337,1,6,66,66,0,61050,1929,155,79,45.825552825552826
176.8,0,3,,16.0605851751518,53400,D4,1659150,531e3,53400,3e4,1,6,44,44,0,53400,1930,267,70,31.070224719101123
119.9,0,3,,15.8931179185619,66600,D4,1959750,428850,66600,24452,3,5,51,51,0,66600,1918,76,50,29.425675675675677
109.7,0,3,,16.4359920195065,125272,D4,3999600,855e3,125272,31200,1,6,104,95,6210,119062,1930,84,312,31.92732613832301
123,0,3,,16.5336025708837,123182,D4,3771000,967500,123182,55643,1,6,144,144,0,123182,1952,75,384.75,30.613238947248785
113.3,0,3,,15.5977310420582,52454,D4,1839150,175500,52454,1e4,1,6,43,43,0,52454,1932,73.5,102.5,35.0621496930644
76.9,0,3,,16.2486956550085,148181,D4,4358700,535500,148181,27300,1,6,91,85,4500,143681,1932,266,91,29.414702289767245
85.9,0,3,,15.9661092939604,1e5,D4,3167550,463500,1e5,26350,1,6,71,71,0,1e5,1937,140,170,31.6755
98,0,3,,16.0795456568227,98182,D4,3107250,375300,98182,21422,1,6,79,79,0,98182,1933,165,108,31.64785805952211
89.6,0,4,,15.8827402374556,88202,RM,3792150,541800,26991,17972,1,6,70,69,16992,9999,1938,,,140.4968322774258
69.2,0,3,,15.8116233153968,106364,D4,3089250,504e3,106364,28662,1,6,84,84,0,106364,1937,93,278,29.044131473054794
115.1,0,3,,16.2367367628065,97825,D4,2707200,416700,97825,23800,1,9,86,86,0,97825,1928,171,90,27.673907487860976
165.6,0,3,,16.3823381504376,78650,D1,3113550,504e3,78650,28900,1,6,78,78,0,78650,1937,140,151,39.58741258741259
63.9,0,4,,15.6782129960029,100800,RM,4374901,555300,28221,18700,1,6,75,66,18222,9999,1942,,,155.02289075511143
188.8,1986,3,,17.4948079302131,209844,D4,5841450,1246500,209844,67500,2,6,152,152,0,209844,1935,118,68,27.837107565620176
211.3,1986,3,,17.651237712808,219248,D4,5709150,1489500,219248,85e3,2,6,168,168,0,219248,1935,124,68,26.039690213821792
144.4,0,3,,16.6821233378532,121727,D4,3425850,585e3,121727,36517,1,6,108,108,0,121727,1923,102,43,28.143715034462364
101.5,0,3,,15.8334724952467,74118,D1,2428200,495e3,74118,26800,1,6,79,79,0,74118,1954,110,155,32.761272565368735
