"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","MANU","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","MCHEQP","POOL","HTPOOL","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","PRUSED","RFGSTP","RFGRSN","RFGCOMPN","RFGWIN.1","RFGOPN.1","RFGCLN.1","RFGVNN.1","LODGRM","OCCUPYP","LODOCCP","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI","NGBTU_PERCENT","SUMBTU"
100000,10,3,NA,NA,12,1,168,45,1,2,100,100,2,1,2,1,2,1,2,NA,NA,1,1,5,1,2,12,10,23,2,24,2,995,3,2,3182,2077,38,18,84.055763395,18020658,7357070,10663588,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,200,5,1,2,12,200,NA,60,20599796,11196767.4,NA,NA,31796563.4,317.97,180.21,33.54,18020658
240000,994,5,NA,NA,12,1,168,100,1,2,80,100,2,1,2,1,2,1,2,NA,NA,1,1,4,NA,10,14,3,40,3,20,1,995,3,2,2683,2975,38,18,90.622000825,36444693,18539621,17290828,614244,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,4,NA,10,14,350,NA,70,51910938.8,18155369.4,620386.44,NA,70686694.64,294.53,151.85,24.46,36444693
56000,4,1,NA,NA,12,1,168,10,1,2,100,100,2,2,2,2,1,2,2,NA,NA,1,2,NA,NA,NA,NA,2,3,0,2,0,69,NA,1,2456,1770,38,18,511.87856803,2379996,1268486,1111510,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,70,NA,56,3551760.8,1167085.5,NA,NA,4718846.3,84.27,42.5,23.55,2379996
20250,1,NA,NA,NA,12,1,168,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,0,0,NA,0,18,NA,NA,2503,1803,39,18,356.19828827,405326,232511,172815,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,18,NA,NA,NA,1,18,NA,60,651030.8,181455.75,NA,NA,832486.55,41.11,20.02,20.76,405326
50000,3,1,NA,NA,12,1,168,6,1,2,100,100,2,1,2,2,2,1,2,NA,NA,2,NA,NA,NA,NA,1,1,4,0,3,0,98,1,NA,7617,616,39,18,239.38538189,2210446,1332021,878425,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,85,NA,NA,NA,NA,1,90,NA,70,3729658.8,922346.25,NA,NA,4652005.05,93.04,44.21,18.88,2210446
186000,9,3,NA,NA,12,1,168,20,2,2,90,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,8,5,0,3,1,995,NA,1,1256,785,38,18,139.16995492,5738973,3125624,2606063,7286,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,NA,NA,NA,NA,4,250,NA,60,8751747.2,2736366.15,7358.86,NA,11495472.21,61.8,30.85,22.67,5738973
100001,5,3,NA,NA,12,1,168,52,1,2,100,100,1,2,2,1,1,2,2,NA,NA,2,NA,2,NA,NA,2,6,10,0,8,1,200,NA,NA,5515,1362,38,18,84.055763395,9909589,5654609,4254980,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,2,NA,NA,2,175,NA,68,15832905.2,4467729,NA,NA,20300634.2,203,99.09,20.96,9909589
19500,2,NA,NA,NA,12,1,168,7,2,2,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,0,63,NA,NA,1045,1023,38,18,356.19828827,2181675,887407,1294268,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,60,NA,55,2484739.6,1358981.4,NA,NA,3843721,197.11,111.88,33.67,2181675
110000,4,NA,NA,NA,12,1,168,30,1,2,100,100,2,2,2,1,2,2,2,NA,NA,1,1,2,NA,NA,NA,NA,7,0,7,3,160,4,NA,5087,1172,38,18,52.146233763,8909649,4359059,4550590,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,150,NA,60,12205365.2,4778119.5,NA,NA,16983484.7,154.4,81,26.79,8909649
134000,4,2,NA,NA,12,1,168,15,1,2,98,98,2,2,2,2,1,1,2,NA,NA,2,NA,NA,NA,4,4,4,8,7,9,1,154,NA,NA,2616,2166,38,18,139.16995492,4870150,3235275,1634875,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,75,1,NA,NA,4,4,70,NA,97,9058770,1716618.75,NA,NA,10775388.75,80.41,36.34,15.17,4870150
400000,994,4,NA,NA,12,1,168,550,1,2,100,100,1,2,1,1,2,2,2,NA,NA,2,NA,14,NA,9,3,10,15,2,3,0,200,11,NA,6921,772,38,18,84.055763395,68141268,17217320,50923948,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,14,NA,9,3,175,NA,50,48208496,53470145.4,NA,NA,101678641.4,254.2,170.35,50.08,68141268
10000,1,NA,NA,NA,12,1,168,6,2,2,50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,3,1,25,1,NA,2463,1883,39,18,356.19828827,470208,275048,195160,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,24,NA,70,770134.4,204918,NA,NA,975052.4,97.51,47.02,20.02,470208
470000,13,8,2,NA,12,1,168,200,1,2,100,100,2,2,1,1,2,1,2,NA,NA,2,NA,6,2,NA,9,14,100,4,25,2,10,10,4,991,3447,38,18,17.191258213,49766791,35112752,13460608,1193431,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,12,6,2,NA,9,350,NA,80,98315705.6,14133638.4,1205365.31,NA,113654709.31,241.82,105.89,11.84,49766791
51000,3,1,NA,NA,12,1,168,15,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,3,10,40,6,0,74,NA,NA,5997,598,38,18,313.28621931,3636636,1476038,2160598,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,70,NA,NA,NA,3,70,NA,94,4132906.4,2268627.9,NA,NA,6401534.3,125.52,71.31,33.75,3636636
16000,2,1,NA,NA,12,1,168,6,2,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,2,0,0,41,NA,NA,809,1920,39,18,751.72654486,954852,330012,624840,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,NA,NA,NA,NA,2,40,NA,65,924033.6,656082,NA,NA,1580115.6,98.76,59.68,39.54,954852
25000,1,NA,NA,NA,12,1,168,3,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,34,NA,NA,3009,1972,38,18,1849.1849629,1601435,725777,875658,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,35,NA,NA,NA,NA,35,NA,60,2032175.6,919440.9,NA,NA,2951616.5,118.06,64.06,29.67,1601435
270000,5,6,NA,NA,12,1,168,175,1,2,75,80,2,1,2,1,2,1,2,NA,NA,2,NA,4,NA,10,NA,8,19,0,21,10,995,16,4,1359,1118,38,18,84.055763395,24374580,10675762,13698818,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,10,4,NA,10,NA,175,NA,68,29892133.6,14383758.9,NA,NA,44275892.5,163.98,90.28,30.94,24374580
198000,10,4,NA,NA,12,1,168,60,1,2,100,100,2,2,1,1,2,2,2,NA,NA,2,NA,6,NA,16,10,13,36,1,25,2,995,7,3,443,3454,38,18,19.690263031,31928053,21385955,10442290,99808,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,6,NA,16,10,300,NA,60,59880674,10964404.5,100806.08,NA,70945884.58,358.31,161.25,14.72,31928053
75000,6,2,NA,NA,12,1,168,25,2,2,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,3,3,8,0,4,1,175,NA,1,1240,759,38,18,15.945623796,6630490,2967857,3662633,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,NA,1,NA,NA,3,150,NA,95,8309999.6,3845764.65,NA,NA,12155764.25,162.08,88.41,30.13,6630490
56000,2,1,NA,NA,12,1,168,10,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,2,2,0,6,0,97,NA,NA,5091,927,38,18,751.72654486,2723040,1815607,907433,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,80,NA,NA,NA,2,80,NA,58,5083699.6,952804.65,NA,NA,6036504.25,107.79,48.63,15.03,2723040
12000,2,NA,NA,NA,12,1,168,6,1,2,100,100,2,2,2,2,1,2,2,NA,NA,2,NA,NA,NA,NA,1,1,1,10,2,0,30,1,NA,127,3971,39,18,624.95414063,337805,337805,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,18,6,NA,NA,NA,1,24,NA,75,945854,NA,NA,NA,945854,78.82,28.15,NA,337805
130000,4,4,NA,NA,12,1,168,30,1,2,80,90,2,2,1,2,1,2,2,NA,NA,1,1,2,NA,NA,6,4,8,0,3,2,995,NA,NA,3796,1916,38,18,84.055763395,8106081,2157288,5948793,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,2,NA,NA,6,200,NA,90,6040406.4,6246232.65,NA,NA,12286639.05,94.51,62.35,48.42,8106081
144000,3,1,NA,NA,12,1,168,22,1,2,100,95,2,1,2,2,2,1,2,NA,NA,1,1,NA,NA,3,NA,4,7,2,4,2,107,3,NA,4082,1712,38,18,207.13166685,5876450,3213807,2662643,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,1,NA,NA,3,NA,100,NA,85,8998659.6,2795775.15,NA,NA,11794434.75,81.91,40.81,22.58,5876450
