"GFA","Occupancy","Age","NumBldgs","NumFloors","UnitsTotal","UnitsRes","ENERGYSTARScore","SourceEUI","SiteEUI","SiteEnergy","SourceEnergy"
136840,100,101,1,16,186,180,25,189.7,106.3,14546092,25958548
67879,100,29,1,13,113,113,13,183.7,110.1,7473477.9,12469372.3
179595,100,61,1,20,228,224,19,179,116.7,20958736.5,32147505
166749,100,14,1,54,180,172,NA,183,93.7,15624381.3,30515067
179384,100,31,1,33,185,174,78,123.3,42,7534128,22118047.2
757393,100,30,1,27,695,645,77,124.2,56.9,43095661.7,94068210.6
173872,100,58,1,16,249,248,66,142.4,91.9,15978836.8,24759372.8
113428,100,54,1,22,151,147,7,168.3,92.1,10446718.8,19089932.4
70960,100,54,1,7,76,70,5,177.1,97.6,6925696,12567016
224275,100,54,1,19,236,231,NA,75.1,25.2,5651730,16843052.5
210184,100,55,1,16,273,271,64,142.9,84.2,17697492.8,30035293.6
216664,100,57,1,14,223,221,16,175.8,127.6,27646326.4,38089531.2
