Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,101961,Inland Steel Building,30 West Monroe,60603,LOOP,Office,300971,1958,1,82,12278512,15150839,,,,91.1,181,94.9,184.3,3272,10.9,41.881089639999999,-87.628589180000006,"(41.881089639999999, -87.628589180000006)"
2015,120267,Pete's Madison,2333 W. Madison,60612,NEAR WEST SIDE,Supermarket/Grocery Store,66000,2013,1,35,12278737,11436300,,,,359.3,766.1,366,769.6,3074,46.6,41.881165000000003,-87.684802000000005,"(41.881165000000003, -87.684802000000005)"
2015,244791,The Chandler,450 East Waterside Drive,60601,LOOP,Multifamily Housing,444000,2005,1,31,12324482,24539022,,,,83,145.19999999999999,85.7,147.6,3780,8.5,41.887162770000003,-87.615366820000006,"(41.887162770000003, -87.615366820000006)"
2015,242655,10 E. Delaware Condominium Association,10 E. Delaware Place,60611,NEAR NORTH SIDE,Multifamily Housing,424837,2009,1,58,12332510,13110973,,,,59.9,123.6,61.6,126.1,3174,7.5,41.899392519999999,-87.627902579999997,"(41.899392519999999, -87.627902579999997)"
2015,158391,Godfrey Hotel,127 W Huron st,60654,NEAR NORTH SIDE,Hotel,158800,2014,1,16,12340215,10348851,,,,142.9,312.39999999999998,144.5,314.10000000000002,3029,19.100000000000001,41.894653069999997,-87.632136500000001,"(41.894653069999997, -87.632136500000001)"
2015,241042,100 E Walton CA,100 E Walton Street,60611,NEAR NORTH SIDE,Multifamily Housing,332982,1972,1,22,12352798,27892301,,,,120.9,204.4,125.7,208.7,3963,11.9,41.900232539999998,-87.62510666,"(41.900232539999998, -87.62510666)"
2015,102232,2800 Lake Shore Drive Condo Association,2800 North Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,757935,1969,1,58,12371520,54495755,,,,88.2,126.7,92.8,131.6,5380,7.1,41.933291680000004,-87.637165580000001,"(41.933291680000004, -87.637165580000001)"
2015,129303,03441-Ashland & Wellington,2940 North Ashland,60657,LAKE VIEW,Supermarket/Grocery Store,74182,1982,1,62,12389777,4816500,,,,231.9,592.6,234.7,593.20000000000005,2745,37,41.935539679999998,-87.668547390000001,"(41.935539679999998, -87.668547390000001)"
2015,158380,Monroe Building,104 S Michigan Avenue,60603,LOOP,Office,243166,1912,1,82,12451217,10456948,,,,94.2,205.9,97,208.4,3057,12.6,41.880649830000003,-87.624955470000003,"(41.880649830000003, -87.624955470000003)"
2015,242510,The Residences at Joffrey Tower Condo Association,8 E Randolph,60601,LOOP,Multifamily Housing,410425,2008,1,26,12477937,24050100,,12178788,,118.7,186.7,120,188.1,4426,10.8,41.884471069999996,-87.627626100000001,"(41.884471069999996, -87.627626100000001)"
2015,250068,POLICE TRAINING ACADEMY,1300 W. Jackson Blvd.,60607,NEAR WEST SIDE,Adult Education,180000,1970,1,,12480369,12824956,,,,140.6,292.5,146.4,298.60000000000002,3189,17.7,41.878422639999997,-87.660573339999999,"(41.878422639999997, -87.660573339999999)"
2015,242586,250 270 Pearson,250-270 E. Pearson St.,60611,NEAR NORTH SIDE,Multifamily Housing,611963,2003,2,76,12519648,24699017,,,,60.8,106.6,62.4,107.9,3827,6.3,41.89789468,-87.618805769999994,"(41.89789468, -87.618805769999994)"
2015,235739,1000 Condominium Association,1000 North Lake Shore Plaza,60611,NEAR NORTH SIDE,Multifamily Housing,399022,1964,1,13,12527080,30027651,,,,106.6,177.6,109.9,180.2,4112,10.3,41.900978000000002,-87.624274999999997,"(41.900978000000002, -87.624274999999997)"
2015,160264,K2 Apartments,365 N Halsted St,60661,WEST TOWN,Multifamily Housing,386194,2013,1,38,12528079,23882561,,,,94.3,166.7,97.6,169.7,3783,9.800000000000001,41.888302000000003,-87.647493999999995,"(41.888302000000003, -87.647493999999995)"
2015,119071,CHICAGO SOUTH LOOP (1889),1154 S CLARK ST,60605,LOOP,Retail Store,178665,2004,1,72,12572558,3224900,,,,88.4,239.9,89.8,240.9,2697,15.1,41.868258769999997,-87.631097319999995,"(41.868258769999997, -87.631097319999995)"
2015,160186,Crowne Plaza Chicago Metro,733 W Madison St,60661,NEAR WEST SIDE,Hotel,244429,1965,1,35,12681541,16893566,,,,121,235.5,122.4,236.9,3445,14.1,41.881767920000001,-87.646754400000006,"(41.881767920000001, -87.646754400000006)"
2015,134783,Alice B. Sharp Building,37 S. Wabash Avenue,60606,LOOP,College/University,227736,1903,1,,12684069,8430500,,,,92.7,213.8,95.7,216.9,2996,13.2,41.881010150000002,-87.625644440000002,"(41.881010150000002, -87.625644440000002)"
2015,243913,990 North Lake Shore Drive,990 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,296542,1973,1,31,12687024,8587051,,,,71.7,164.7,74.599999999999994,170.4,3005,10.1,41.900263019999997,-87.619901679999998,"(41.900263019999997, -87.619901679999998)"
2015,160450,Sono East,840 West Blackhawk,60642,NEAR NORTH SIDE,Multifamily Housing,317997,2012,1,13,12688890,18588287,,,,98.4,186.7,100.7,188,3537,11.1,41.908557000000002,-87.649735000000007,"(41.908557000000002, -87.649735000000007)"
2015,102409,Senn Achieve-CPS,5900 N GLENWOOD AVE,60660,EDGEWATER,K-12 School,291204,1912,1,28,12717954,24816099,,,,128.9,226.6,131.1,228.9,3873,13.3,41.989015109999997,-87.666682030000004,"(41.989015109999997, -87.666682030000004)"
2015,236382,Randolph Place Residences Condominium Association,165 N Canal Street,60606,NEAR WEST SIDE,Multifamily Housing,749100,1922,1,98,12722430,19088655,,,,42.5,80.099999999999994,43.6,80.8,3570,4.8,41.885094160000001,-87.639397509999995,"(41.885094160000001, -87.639397509999995)"
2015,117509,Hyde Park Shopping Center,1500-1554 E 55th St,60615,HYDE PARK,Strip Mall,103000,1991,1,,12755684,6340680,,,,185.4,453.5,184.5,450.6,2900,28.2,41.795534580000002,-87.588093310000005,"(41.795534580000002, -87.588093310000005)"
2015,242048,3550 N Lake Shore Drive,3550 N Lake Shore Dr.,60657,LAKE VIEW,Multifamily Housing,683035,1962,1,71,12760935,42091400,,,,80.3,123.4,84.2,127.4,4800,7,41.947958040000003,-87.643831640000002,"(41.947958040000003, -87.643831640000002)"
2015,160248,Left Bank at K Station,305 N. Canal St,60606,NEAR WEST SIDE,Multifamily Housing,572165,2006,1,69,12792195,23067559,,,,62.7,112.5,64.7,113.7,3795,6.6,41.886954000000003,-87.639858000000004,"(41.886954000000003, -87.639858000000004)"
2015,134779,CDM Center,243 S. Wabash,60604,LOOP,College/University,184461,1916,1,,12880982,7125259,,,,108.5,259.8,111.1,261.7,2966,16.100000000000001,41.878496079999998,-87.625587890000006,"(41.878496079999998, -87.625587890000006)"
2015,242629,Hollywood Towers Condo Association,5701 North Sheridan Rd.,60660,EDGEWATER,Multifamily Housing,562000,1962,1,25,12904297,45371482,,,,103.7,156.9,105.4,158.4,5003,8.9,41.986022779999999,-87.654510720000005,"(41.986022779999999, -87.654510720000005)"
2015,160241,Lake Meadows 6,500 E. 33rd Street,60616,DOUGLAS,Multifamily Housing,317830,1956,1,2,12933241,42298494,,,,173.8,267.5,181.3,275.39999999999998,4845,15.2,41.834916489999998,-87.614175529999997,"(41.834916489999998, -87.614175529999997)"
2015,244387,Regatta Condominium Association,420 E. Waterside Dr,60601,LOOP,Multifamily Housing,452227,2006,1,47,12954651,25385549,,,,84.8,148.9,87.9,152.19999999999999,3951,8.699999999999999,41.887187130000001,-87.61626502,"(41.887187130000001, -87.61626502)"
2015,242654,1660 N LaSalle CA,1660 N. LaSalle,60614,LINCOLN PARK,Multifamily Housing,477220,1978,1,31,12966303,34087312,,,,98.6,160.30000000000001,103.8,165.8,4416,9.300000000000001,41.912559639999998,-87.633545580000003,"(41.912559639999998, -87.633545580000003)"
2015,159799,East Point Condominium Association,6101 N Sheridan Road East,60660,EDGEWATER,Multifamily Housing,315190,1968,1,65,12966545,,,,,41.1,129.19999999999999,41.3,129.80000000000001,2605,8.300000000000001,41.992533809999998,-87.655062009999995,"(41.992533809999998, -87.655062009999995)"
2015,251739,North Grand-CPS,4330 W Wabansia Ave,60639,HUMBOLDT PARK,K-12 School,205094,2000,1,2,12975928,10031192,,,,112.2,250,114.8,250.8,3140,15.3,41.911616000000002,-87.735050999999999,"(41.911616000000002, -87.735050999999999)"
2015,244550,2650 Lakeview Condominium Association,2650 N. Lakeview,60614,LINCOLN PARK,Multifamily Housing,473000,1972,1,37,13029080,31624616,,,,94.4,156.69999999999999,98.7,160.30000000000001,4297,9.1,41.93070556,-87.640437719999994,"(41.93070556, -87.640437719999994)"
2015,159639,00806-Brookdale Lake Shore Drive,2960 North Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,476214,1988,1,21,13030732,28111696,,,,86.4,147.9,89.7,150.6,4111,8.6,41.935961630000001,-87.637368929999994,"(41.935961630000001, -87.637368929999994)"
2015,158265,Randolph Tower City,188 W Randolph St,60601,LOOP,Multifamily Housing,369145,1929,1,21,13119491,18221863,,,,84.9,163.4,87.1,165.7,3604,9.800000000000001,41.884805810000003,-87.633607960000006,"(41.884805810000003, -87.633607960000006)"
2015,102363,LaneTechHS-CPS,2501 W Addison St,60618,NORTH CENTER,K-12 School,713935,1932,1,25,13151595,27517180,,,,57,98.3,60.5,102.3,4104,5.7,41.944987410000003,-87.690779570000004,"(41.944987410000003, -87.690779570000004)"
2015,103608,329 W 18th Street,329 W 18th Street,60616,LOWER WEST SIDE,Office,406780,1911,1,94,13163796,6031227,,,,47.2,117.2,47.2,117.2,2965,7.3,41.857684999999996,-87.636253999999994,"(41.857684999999996, -87.636253999999994)"
2015,250146,223 Jackson Brooks Building LLC,223 Jackson Blvd.,60607,LOOP,Office,167574,1909,1,35,13172432,1858754,,3188676,,108.7,277.5,109.3,279.7,2913,17.399999999999999,41.877883500000003,-87.634789240000003,"(41.877883500000003, -87.634789240000003)"
2015,252105,611 S. Wells Street Condo (The Vetro),611 S. Wells,60607,LOOP,Multifamily Housing,290149,2007,1,19,13177055,8643175,,,,75.2,173.9,77.5,178.3,3107,10.7,41.874059699999997,-87.633309420000003,"(41.874059699999997, -87.633309420000003)"
2015,241915,474 North Lake Shore Drive,474 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,558000,1991,1,72,13223452,29243450,,,,76.099999999999994,129.4,80.099999999999994,133.6,4210,7.5,41.890835840000001,-87.614772880000004,"(41.890835840000001, -87.614772880000004)"
2015,251315,02502-Clybourn & Wrightwood,2550 N Clybourn Ave,60614,LINCOLN PARK,Supermarket/Grocery Store,85209,2013,1,67,13253180,5821200,,,,223.9,560.1,226.5,560.70000000000005,2972,34.9,41.927777310000003,-87.672990350000006,"(41.927777310000003, -87.672990350000006)"
2015,250155,NMH 211 East Ontario,211 East Ontario,60611,NEAR NORTH SIDE,Office,188172,1983,1,58,13269159,,,,,70.5,221.4,72.099999999999994,226.5,2666,14.2,41.893112879999997,-87.622020430000006,"(41.893112879999997, -87.622020430000006)"
2015,235845,The Elm at Clark,1122 N Clark St,60610,NEAR NORTH SIDE,Multifamily Housing,356786,1989,1,22,13276566,19115846,,,,90.8,173.1,94.3,176.8,3683,10.3,41.902377749999999,-87.631844839999999,"(41.902377749999999, -87.631844839999999)"
2015,134741,1380,4730 W Irving Park Rd,60641,PORTAGE PARK,Retail Store,359790,1938,1,66,13309264,9485400,,,,63.4,143.80000000000001,63.7,143.9,3178,8.800000000000001,41.953997889999997,-87.746577479999999,"(41.953997889999997, -87.746577479999999)"
2015,242643,(IL296) - 1400 Museum Park Condo,100 E 14th Street,60605,NEAR SOUTH SIDE,Multifamily Housing,434053,2008,1,42,13354213,23100083,,,,84,152.5,83.8,151.80000000000001,3910,9,41.864496170000002,-87.623693029999998,"(41.864496170000002, -87.623693029999998)"
2015,251949,Wyler,5837 S. Maryland Ave.,60637,HYDE PARK,Laboratory,208526,1967,1,,13460408,,25181460,,,185.3,348,189.8,353.4,4376,21,41.788876000000002,-87.604889999999997,"(41.788876000000002, -87.604889999999997)"
2015,101988,205 W. Wacker,205 W Wacker Dr,60606,LOOP,Office,309652,1929,1,75,13519374,12236225,,,,83.2,178.6,85.9,181.4,3366,10.9,41.88638306,-87.634276159999999,"(41.88638306, -87.634276159999999)"
2015,231271,(IL345)-Walton On The Park,2 W. Delaware Chicago ,60610,NEAR NORTH SIDE,Multifamily Housing,370476,2010,1,34,13526785,19300396,,,,88.6,169.3,91.7,172.6,3743,10.1,41.899403890000002,-87.628768600000001,"(41.899403890000002, -87.628768600000001)"
2015,135007,IRI Global Headquarters,150 N. Clinton Street,60661,NEAR WEST SIDE,Office,158110,1918,1,45,13580098,5053063,,,,117.8,303.3,120.2,305.7,2997,19,41.884778930000003,-87.641277709999997,"(41.884778930000003, -87.641277709999997)"
2015,101960,Chicago Cultural Center,78 E. Washington St.,60602,LOOP,Other - Entertainment/Public Assembly,240000,1970,1,,13690589,9894439,,,,98.3,222.4,101.7,226,3276,13.7,41.883865790000002,-87.624972749999998,"(41.883865790000002, -87.624972749999998)"
2015,250051,Simeon Caree-CPS,8235 S VINCENNES AVE,60620,CHATHAM,K-12 School,284691,2003,1,26,13717564,16385844,,,,105.7,211.7,109.6,214.3,3626,12.7,41.744236000000001,-87.635863000000001,"(41.744236000000001, -87.635863000000001)"
2015,244200,Michigan Avenue Tower Condominium Association,1250 S. Michigan Ave.,60605,NEAR SOUTH SIDE,Multifamily Housing,402711,2005,1,30,13806781,14113273,,,,69.3,144.5,71.400000000000006,147.4,3524,8.699999999999999,41.865988700000003,-87.624587000000005,"(41.865988700000003, -87.624587000000005)"
2015,251287,SpringHill Suites O'Hare,8101 W. Higgins,60631,NORWOOD PARK,Hotel,160000,2000,1,8,13819549,10795725,,,,153.80000000000001,342.1,154.5,342.8,3350,20.9,41.985151270000003,-87.830153969999998,"(41.985151270000003, -87.830153969999998)"
2015,243108,The 3600 Condominium Association,3600 N. Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,779480,1961,1,49,13831494,61144782,,,,96.2,138.1,100.6,142.69999999999999,6027,7.7,41.948969089999999,-87.644283880000003,"(41.948969089999999, -87.644283880000003)"
2015,101969,Chicago Temple Building,77 W. Washington,60602,LOOP,Office,238531,1924,1,31,13862874,10838467,,,,103.6,230.2,107.7,234.6,3361,14.1,41.882855190000001,-87.630615500000005,"(41.882855190000001, -87.630615500000005)"
2015,251272,Walmart Supercenter #5781,8331 S Stewart Ave,60620,CHATHAM,Wholesale Club/Supercenter,148364,2012,1,53,13867262,6668958,,,,138.4,340.7,141.1,342.5,3140,21.2,41.742502000000002,-87.634048000000007,"(41.742502000000002, -87.634048000000007)"
2015,239946,Metropolitan Tower Condo Association,310 S Michigan Ave,60604,LOOP,Multifamily Housing,579393,1924,1,69,13872366,22499649,,,,62.8,116,65.5,118.8,3982,6.9,41.877972960000001,-87.624887349999995,"(41.877972960000001, -87.624887349999995)"
2015,101968,30 N. Michigan Ave.,30 N. Michigan Ave,60602,LOOP,Office,221987,1914,1,53,13925928,10497597,,,,110,246.6,113.4,249.5,3356,15.1,41.882988789999999,-87.624972330000006,"(41.882988789999999, -87.624972330000006)"
2015,158365,"Embassy Suites, Chicago",600 N. State,60610,NEAR NORTH SIDE,Hotel,293778,1991,1,77,13943049,,,,,47.5,149,47.5,149.19999999999999,2801,9.5,41.892873190000003,-87.628582359999996,"(41.892873190000003, -87.628582359999996)"
2015,160373,Hubbard Place,360 W Hubbard Street,60654,NEAR NORTH SIDE,Multifamily Housing,378855,2013,1,32,13979445,19200013,,,,87.6,169.1,90.2,171.4,3829,10.1,41.890425929999999,-87.638642169999997,"(41.890425929999999, -87.638642169999997)"
2015,111038,600 Lake Shore Drive,600 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,763868,2007,1,86,14016223,41684240,,,,72.900000000000006,114.9,76.2,118.4,5030,6.6,41.892809999999997,-87.614580000000004,"(41.892809999999997, -87.614580000000004)"
2015,103781,625 N Michigan Avenue,625 N Michigan Avenue,606114594,NEAR NORTH SIDE,Office,359409,1969,1,93,14021150,11942084,,,,72.2,157.4,74.900000000000006,159.5,3451,9.6,41.893121999999998,-87.624155000000002,"(41.893121999999998, -87.624155000000002)"
2015,160379,Optima Chicago Center,200 E Illinios St.,60611,NEAR NORTH SIDE,Multifamily Housing,567862,2014,1,81,14049217,12590687,,,,46.9,101,47.9,102,3491,6.1,41.891016999999998,-87.619777999999997,"(41.891016999999998, -87.619777999999997)"
2015,100395,Daley,7500 South Pulaski Ave,60652,WEST LAWN,College/University,501591,1970,9,,14052090,14214486,,,,56.4,117.7,58.9,120.7,3578,7.1,41.756292680000001,-87.722239999999999,"(41.756292680000001, -87.722239999999999)"
2015,250046,Jones Colleg-CPS,600 S State St,60605,LOOP,K-12 School,143342,1968,1,1,14060023,9462192,,,,164.1,377.3,167.6,381,3327,23.2,41.874293999999999,-87.627663999999996,"(41.874293999999999, -87.627663999999996)"
2015,224416,400 East Ohio Condominium Association,400 E Ohio Street,60611,NEAR NORTH SIDE,Multifamily Housing,285156,1981,1,23,14109231,5492245,,,,68.7,175.6,70.7,180.2,3126,11,41.892852730000001,-87.617410949999993,"(41.892852730000001, -87.617410949999993)"
2015,251769,U.S. Cellular Plaza - 8410 _ Goby LLC,8410 West Bryn Mawr Avenue,60631,OHARE,Office,200150,1981,1,74,14127710,39451,,,,70.8,221.8,71.2,223.2,2841,14.2,41.981127999999998,-87.838232000000005,"(41.981127999999998, -87.838232000000005)"
2015,160157,GX Master Tenant,2545 W Diversey,60647,LOGAN SQUARE,Office,226736,1914,1,81,14142276,5531400,,,,86.8,221.5,88.2,222.2,3135,13.8,41.931625609999998,-87.6918905,"(41.931625609999998, -87.6918905)"
2015,232666,Transportation Building Condominium Association,600 South Dearborn St.,60605,LOOP,Multifamily Housing,447776,1911,1,49,14158381,8347434,,,,50.3,118.9,51.7,122.4,3288,7.3,41.874043370000003,-87.629448780000004,"(41.874043370000003, -87.629448780000004)"
2015,157988,Union League Club Of Chicago,65 W. Jackson,60604,LOOP,Hotel,311794,1926,1,6,14174908,52909936,,9087204,,244.3,350.1,248.9,355,6137,19.7,41.877872879999998,-87.630016929999996,"(41.877872879999998, -87.630016929999996)"
2015,251280,Scientific Games-3401 California,3401 California,60618,AVONDALE,Office,120687,1945,1,,14218333,3478952,,,,146.6,400.2,147.80000000000001,399.9,3041,25.2,41.943241440000001,-87.69789403,"(41.943241440000001, -87.69789403)"
2015,244073,900/910 Lake Shore Drive,900 North Lake Shore Dr.,60611,NEAR NORTH SIDE,Multifamily Housing,622596,1955,2,47,14222090,39452642,,,,86.2,138.30000000000001,85.9,137.19999999999999,4953,8,41.899497879999998,-87.619573439999996,"(41.899497879999998, -87.619573439999996)"
2015,134421,Market Place at Six Corners 10361,4612 4652 W IRVING PARK RD,60641,PORTAGE PARK,Other - Mall,77966,1997,1,,14308614,801716,,,,193.8,587.1,193.4,585.29999999999995,2917,37.4,41.955515630000001,-87.744919330000002,"(41.955515630000001, -87.744919330000002)"
2015,241533,565 W Quincy,565 west quincy,60661,NEAR WEST SIDE,Multifamily Housing,336950,1941,1,,14316769,4516850,,,,55.9,147.5,57.7,152.80000000000001,3116,9.199999999999999,41.878622,-87.641992000000002,"(41.878622, -87.641992000000002)"
2015,159156,One East Delaware,1 East Delaware PL,60611,NEAR NORTH SIDE,Multifamily Housing,330164,1988,2,4,14323702,19070056,,,,101.1,196.9,104.4,199.6,3891,11.8,41.898779640000001,-87.627852500000003,"(41.898779640000001, -87.627852500000003)"
2015,102587,Carver Milli-CPS,13100 S Carver Dr,60827,RIVERDALE,K-12 School,298689,1973,1,67,14365127,,,,,48.1,151,48.7,152.9,2886,9.699999999999999,41.657558999999999,-87.592115000000007,"(41.657558999999999, -87.592115000000007)"
2015,240400,4343 N. Clarendon,4343 N. Clarendon Ave.,60613,UPTOWN,Multifamily Housing,414754,1973,1,4,14407303,45289127,,,,143.9,223.7,149.6,228.7,5300,12.8,41.96123446,-87.649204249999997,"(41.96123446, -87.649204249999997)"
2015,103641,33 North LaSalle Street,33 North LaSalle Street,60602,LOOP,Office,477171,1929,1,79,14408770,23032127,,1295292,,81.2,148.19999999999999,85.1,152.5,4187,8.800000000000001,41.882864779999998,-87.632053330000005,"(41.882864779999998, -87.632053330000005)"
2015,103804,190 N. State Street,190 N. State Street,60601,LOOP,Office,230000,1917,1,74,14429686,,,,,62.7,197,62.7,197,2899,12.6,41.885407069999999,-87.628439830000005,"(41.885407069999999, -87.628439830000005)"
2015,124308,Walmart Supercenter #01-5965,10900 S. Doty Avenue,60628,PULLMAN,Wholesale Club/Supercenter,155765,2013,1,33,14448759,7265838,,,,139.4,340.2,142.6,342.5,3289,21.1,41.693398999999999,-87.598727999999994,"(41.693398999999999, -87.598727999999994)"
2015,161204,Illinois College of Optometry,3241 South Michigan Ave,60616-0000,DOUGLAS,College/University,333084,1968,2,,14488277,12996000,,,,82.5,177.5,82.4,177.4,3601,10.8,41.835503879999997,-87.622545349999996,"(41.835503879999997, -87.622545349999996)"
2015,102544,Olive-Harvey College,10001 South Woodlawn Ave,60628,PULLMAN,College/University,397700,1981,1,,14707948,12206285,,,,67.7,148.4,70.099999999999994,150.9,3603,9.1,41.71336917,-87.592259110000001,"(41.71336917, -87.592259110000001)"
2015,101569,Robert Morris Center,401 S. State St.,60605,LOOP,Adult Education,517424,1893,1,,14725786,5911450,,,,39.9,101.4,40.9,102.4,3273,6.3,41.876321310000002,-87.627202780000005,"(41.876321310000002, -87.627202780000005)"
2015,244182,Park Place Tower I CA,655 W. Irving Park Road,60613,LAKE VIEW,Multifamily Housing,989315,1970,1,60,14856326,76127968,,,,92,128,96.7,132.69999999999999,7028,7.1,41.953816349999997,-87.646913350000005,"(41.953816349999997, -87.646913350000005)"
2015,164922,Thorek Memorial Hospital,850 W. Irving Park Rd,60613,UPTOWN,Hospital (General Medical & Surgical),205000,1981,2,97,14866190,17120829,,,,156,315.39999999999998,159.5,317.8,3896,19,41.954528000000003,-87.653102000000004,"(41.954528000000003, -87.653102000000004)"
2015,134533,645 North Michigan,645 North Michigan Avenue,60611,NEAR NORTH SIDE,Office,215871,1962,1,44,14945628,12090500,,,,125.2,276.2,128.4,278.60000000000002,3645,16.899999999999999,41.893921280000001,-87.6241737,"(41.893921280000001, -87.6241737)"
2015,165722,Drake Hotel,140 E. Walton Place,60611,NEAR NORTH SIDE,Hotel,667000,1920,1,68,14958570,61906592,,,,115.2,167.9,,,6294,9.4,41.900424229999999,-87.623393489999998,"(41.900424229999999, -87.623393489999998)"
2015,100447,211 E. Chicago Ave.,211 E. Chicago Ave.,60611,NEAR NORTH SIDE,Office,394230,1965,1,90,15010091,10723024,,,,65.3,148.1,68,151.5,3585,9.1,41.896449680000003,-87.622565750000007,"(41.896449680000003, -87.622565750000007)"
2015,134735,Searle Chemistry Laboratory,5715-35 S Ellis Ave,60637,HYDE PARK,Laboratory,85570,2009,1,,15029335,54350,25523159,20681998,,716.2,1152.7,714.4,1152.8,5807,67.900000000000006,41.79059152,-87.601018890000006,"(41.79059152, -87.601018890000006)"
2015,118776,Gleacher Center,450 North Cityfront Plaza,60611,NEAR NORTH SIDE,College/University,194481,1993,1,,15034644,,,,,77.3,242.7,77.3,242.7,3021,15.5,41.889688110000002,-87.621967369999993,"(41.889688110000002, -87.621967369999993)"
2015,101918,205 W. Randolph,205 W. Randolph,60601,LOOP,Office,217365,1914,1,70,15077805,2988022,,,,83.1,232.2,85.2,237.5,3188,14.7,41.884110499999998,-87.634184649999995,"(41.884110499999998, -87.634184649999995)"
2015,101958,17 N. State LLC,17 N. State Street,60602,LOOP,Office,409072,1914,1,89,15096606,10046580,,,,61.5,141.69999999999999,63.6,143.5,3567,8.699999999999999,41.882572600000003,-87.627793800000006,"(41.882572600000003, -87.627793800000006)"
2015,121093,#1107 Chicago South Loop,1430 S. Ashland Ave,60608,NEAR WEST SIDE,Wholesale Club/Supercenter,142374,2012,1,13,15099485,9397519,,,,172.1,402.3,173.3,402.1,3533,24.8,41.862025559999999,-87.667815439999998,"(41.862025559999999, -87.667815439999998)"
2015,243190,2 East Erie,2 East Erie Street,60611,NEAR NORTH SIDE,Multifamily Housing,398623,2002,1,7,15128801,17569622,,1942428,,86.9,170.3,89.3,173.9,,,41.894347349999997,-87.627719880000001,"(41.894347349999997, -87.627719880000001)"
2015,252039,Accelerator/High Energy Physics,5604-20 South Ellis Avenue,60637,HYDE PARK,Laboratory,90986,1949,2,,15165374,,13044211,,,310,695.8,313.3,699.7,3913,43,41.793042,-87.601363000000006,"(41.793042, -87.601363000000006)"
2015,160246,Parkway Gardens,6415 S. Calumet Ave,60637,GREATER GRAND CROSSING,Multifamily Housing,941250,1952,36,,15185174,62999751,,,,83.1,120.9,86.4,124.5,6397,6.8,41.7774997,-87.617085290000006,"(41.7774997, -87.617085290000006)"
2015,239042,400 North LaSalle Condominium Association,400 North LaSalle Drive,60654,NEAR NORTH SIDE,Multifamily Housing,550599,2002,1,35,15271198,25154441,,,,73.400000000000006,135.1,76.599999999999994,137.9,4404,8,41.889625930000001,-87.63339019,"(41.889625930000001, -87.63339019)"
2015,231486,Waterford Condominium,4170 N Marine Drive,60613,UPTOWN,Multifamily Housing,335787,1973,1,29,15327949,7787177,,,,68.8,167.7,71.5,174,3493,10.4,41.957651830000003,-87.647107599999998,"(41.957651830000003, -87.647107599999998)"
2015,250147,820 W. Jackson LLC,820 W. Jackson,60607,NEAR WEST SIDE,Office,175086,1915,1,40,15352219,,,,,87.7,275.3,87.7,275.3,3085,17.600000000000001,41.878269500000002,-87.648083959999994,"(41.878269500000002, -87.648083959999994)"
2015,160142,U.S. Cellular Plaza - 8430 _ Goby LLC,8430 West Bryn Mawr Avenue,60631,OHARE,Office,200150,1981,1,66,15358361,,,,,76.7,240.9,77.099999999999994,242.2,3086,15.4,41.981130999999998,-87.837979000000004,"(41.981130999999998, -87.837979000000004)"
2015,159529,"06620-Chicago, IL",700 N Michigan Avenue,60611,NEAR NORTH SIDE,Retail Store,176600,2000,1,42,15470513,1686300,,,,97.2,285.10000000000002,97.8,285.7,3198,18.100000000000001,41.895339249999999,-87.624938529999994,"(41.895339249999999, -87.624938529999994)"
2015,103621,Chicago River North Residence Inn & Spri,410 North Dearborn St.,60610,NEAR NORTH SIDE,Hotel,369707,2000,1,12,15511071,25559900,,,,111.1,204.3,113.2,206,4474,12.1,41.88948997,-87.629607350000001,"(41.88948997, -87.629607350000001)"
2015,251211,87th Street Center,35 W. 87TH STREET,60620,CHATHAM,Retail Store,174739,1983,1,,15614875,2078449,,,,101.3,293.10000000000002,101.8,292.5,3248,18.600000000000001,41.736263000000001,-87.626632000000001,"(41.736263000000001, -87.626632000000001)"
2015,160270,Grand Kingsbury LLC,520 N. Kingsbury,60654,NEAR NORTH SIDE,Multifamily Housing,497185,2007,1,37,15646535,27369787,,,,86.5,156.6,88.6,157.19999999999999,4597,9.199999999999999,41.891019550000003,-87.640085029999995,"(41.891019550000003, -87.640085029999995)"
2015,159896,Regents Park,5020-5050 S Lake Shore Drive,60615,KENWOOD,Multifamily Housing,1483727,1972,1,84,15651202,98397799,,,,76.900000000000006,102.8,80.7,106.3,8371,5.6,41.803669259999999,-87.584844540000006,"(41.803669259999999, -87.584844540000006)"
